,mfl_id,sportradar_id,fantasypros_id,gsis_id,pff_id,sleeper_id,nfl_id,espn_id,yahoo_id,fleaflicker_id,cbs_id,pfr_id,cfbref_id,rotowire_id,rotoworld_id,ktc_id,stats_id,stats_global_id,fantasy_data_id,swish_id,name,merge_name,position,team,birthdate,age,draft_year,draft_round,draft_pick,draft_ovr,twitter_username,height,weight,college,db_season
2586,14561,767b1112-c77a-4a58-89b4-30f1ffa2a497,18791.0,00-0035510,48055.0,6557.0,48657.0,3929118.0,32533,,2185927.0,SmitJe03,,13934.0,,,32533.0,883429.0,21078.0,883429,Jeff Smith,jeff smith,WR,FA,1997-04-21,27.9,2019.0,,,,,73.0,195.0,Boston College,2025
2587,14563,8b66001c-c41f-406a-9583-d8b6848ea6d2,18477.0,00-0035385,48211.0,6540.0,,3116182.0,32409,,2131257.0,,,14023.0,,,32409.0,821298.0,21526.0,821298,DeAndre Thompkins,deandre thompkins,WR,FA,1995-10-01,25.6,2019.0,,,,,71.0,188.0,Penn State,2025
2588,14568,b24beb2f-de5d-4160-8b82-d7a5578b59af,,00-0035433,,6563.0,,3129309.0,32548,,,,,14265.0,,,32548.0,839067.0,21191.0,,Tyler Newsome,tyler newsome,PN,FA,1995-07-14,25.8,2019.0,,,,,75.0,219.0,Notre Dame,2025
2589,14579,aee4f924-aaf5-4351-b503-9fce1ade59c5,19070.0,00-0035573,50513.0,6682.0,48724.0,3675805.0,32589,,3117116.0,OrrxKa00,,14297.0,,,32589.0,865648.0,21581.0,865648,Kareem Orr,kareem orr,CB,FA,1997-01-02,26.1,2019.0,,,,,71.0,195.0,Chattanooga,2025
2590,14584,ccd34e5b-38a5-4633-8279-77e3a47f5424,,00-0034956,49722.0,2894.0,48091.0,3124520.0,32222,,2174864.0,WatsJo00,,14081.0,,,32222.0,828111.0,17362.0,828111,Josh Watson,josh watson,LB,HOU,1996-05-20,25.8,2019.0,,,,,74.0,240.0,Colorado State,2025
2591,14589,35b28aeb-b711-4e73-8c85-d3b9dd8cb672,18969.0,00-0035587,39145.0,6593.0,48742.0,3126075.0,32560,,3117140.0,SchnSp00,,14243.0,,,32560.0,746533.0,21434.0,,Spencer Schnell,spencer schnell,WR,TBB,1994-12-07,26.4,2019.0,,,,,69.0,180.0,Illinois State,2025
2592,14590,e9348fc5-273d-4ac3-9760-462f37c025dc,18361.0,00-0035166,49792.0,6485.0,48268.0,3919117.0,32318,,2183512.0,AlShAz00,,13829.0,,,32318.0,866464.0,21490.0,866464,Azeez Al-Shaair,azeez al-shaair,LB,HOU,1997-08-04,28.2,2019.0,,,,,74.0,228.0,Florida Atlantic,2025
2593,14591,fbaa74ff-f6d3-4bbc-bdc1-12aae7fae484,18820.0,00-0035161,94371.0,6231.0,48263.0,3118906.0,32364,,3116861.0,,,14184.0,,,32364.0,832213.0,21156.0,832213,John Lovett,john lovett,TE,FA,1996-04-25,25.8,2019.0,,,,,75.0,225.0,Princeton,2025
2594,14592,d8281390-f081-41e5-b55e-75779536fe94,18864.0,00-0035208,44920.0,6271.0,48374.0,3917914.0,32123,,2186266.0,ZaccOl01,,13833.0,,609.0,32123.0,883976.0,21142.0,883976,Olamide Zaccheaus,olamide zaccheaus,WR,CHI,1997-07-23,28.2,2019.0,,,,,68.0,199.0,Virginia,2025
2595,14595,6c8c270b-7412-452a-a221-7ec5600cc2a3,19102.0,00-0035334,48981.0,6536.0,48462.0,3124052.0,32461,,3117029.0,StroKe00,,14213.0,,,32461.0,835485.0,21536.0,835485,Kevin Strong,kevin strong,DT,FA,1996-08-05,28.6,2019.0,,,,,76.0,285.0,Texas-San Antonio,2025
2596,14600,ef4998e0-c9ef-4afe-88ab-d09b48975a08,19028.0,00-0035192,39235.0,6528.0,48337.0,3124084.0,32384,,3116871.0,SlyeJo00,,14172.0,,,32384.0,836963.0,21519.0,836963,Joey Slye,joey slye,PK,TEN,1996-04-10,29.5,2019.0,,,,,71.0,213.0,Virginia Tech,2025
2597,14602,5ce0fd7f-bb8f-4d0b-a995-1473e148d45b,18944.0,00-0035419,49677.0,6472.0,48562.0,3122441.0,32204,,2139260.0,PhilJu00,,13903.0,,,32204.0,835429.0,21450.0,,Justin Phillips,justin phillips,LB,FA,1995-10-10,25.6,2019.0,,,,,72.0,235.0,Oklahoma State,2025
2598,14603,3565220d-9fa0-497d-9fa1-e3bea7c302e8,,00-0035634,28605.0,6695.0,48847.0,3140141.0,32609,,3117166.0,BrowAl02,,14316.0,,,32609.0,841562.0,21594.0,,Alex Brown,alex brown,CB,KCC,1996-08-30,24.7,2019.0,,,,,71.0,170.0,South Carolina State,2025
2599,14610,a1329bf2-4f70-48db-9785-3cd29fc7b56f,19089.0,00-0035557,94382.0,6584.0,48695.0,3145343.0,32578,,3117112.0,SizeDe00,,14287.0,,,32578.0,1167302.0,21559.0,1167302,Deyon Sizer,deyon sizer,DT,DEN,1996-08-16,24.7,2019.0,,,,,76.0,280.0,Colorado State-Pueblo,2025
2600,14612,5c424ecf-07c8-471e-a400-8d5f834af2e0,18332.0,00-0035342,28219.0,6311.0,48472.0,3127211.0,32439,,2139562.0,LairPa00,,13913.0,,,32439.0,835694.0,21211.0,835694,Patrick Laird,patrick laird,RB,FA,1995-08-17,29.5,2019.0,,,,,73.0,205.0,California,2025
2601,14613,4a213e4e-b0ba-4124-833e-33c528bd5908,18962.0,00-0034928,48341.0,6402.0,48051.0,3917960.0,32187,,3116703.0,SimsSt00,,14055.0,,,32187.0,877596.0,21400.0,877596,Steven Sims,steven sims,WR,FA,1997-03-31,28.5,2019.0,,,,,70.0,190.0,Kansas,2025
2602,14618,a577ef90-17c3-4dbf-b6b8-e054f21a778d,19063.0,00-0035577,29838.0,6595.0,48728.0,3127051.0,32581,,3117128.0,HodgDe00,,13566.0,,,32581.0,837040.0,21562.0,,Devlin Hodges,devlin hodges,QB,FA,1996-04-12,26.9,2019.0,,,,,73.0,210.0,Samford,2025
2603,14622,c14f8faa-62db-4fb2-a7b1-d9b5998ce604,19128.0,00-0035735,60453.0,6730.0,49544.0,4242418.0,32642,,2758265.0,TaamJo01,,13629.0,,,32642.0,974470.0,21612.0,974470,Jordan Ta'amu,jordan taamu,QB,FA,1997-12-10,25.2,2019.0,,,,,75.0,221.0,Mississippi,2025
2604,14624,5e32839d-6ea9-4f92-8209-520a980ffcde,18845.0,00-0035098,51344.0,6355.0,48206.0,3915373.0,32139,,2180502.0,AberMi00,,14154.0,,,32139.0,877193.0,21334.0,877193,Micah Abernathy,micah abernathy,S,FA,1997-02-10,28.7,2019.0,,,,,72.0,195.0,Tennessee,2025
2605,14630,36f93677-a95b-4362-ac5f-6722f5c05b6d,,00-0035190,36038.0,6555.0,48335.0,3686689.0,32386,,2179359.0,ColeAJ01,,14171.0,,,32386.0,866061.0,21516.0,866061,A.J. Cole,aj cole,PN,LVR,1995-11-27,29.9,2019.0,,,,,76.0,220.0,North Carolina State,2025
2606,14649,55c1614f-c234-45d9-baf5-1cc808faaa4d,,00-0035340,48493.0,6538.0,48469.0,3115334.0,32436,,2133524.0,HendDe04,,14076.0,,,140760.0,829992.0,21269.0,,Dewayne Hendrix,dewayne hendrix,DE,FA,1995-06-03,25.9,2019.0,,,,,76.0,270.0,Pittsburgh,2025
2607,14650,cefd0600-93f2-4e0f-9624-81e3dc495c1d,18670.0,00-0034909,13076.0,5823.0,47590.0,3127313.0,31808,,3103638.0,VizcTr00,,13496.0,,,31808.0,837827.0,20717.0,837827,Tristan Vizcaino,tristan vizcaino,PK,FA,1996-07-31,28.6,2019.0,,,,,74.0,203.0,Washington,2025
2608,14651,889052f9-12d3-4540-af7f-2728c1ad91de,,00-0034923,89295.0,6099.0,,4250485.0,32181,,3116700.0,,,13731.0,,,32181.0,1069758.0,21034.0,,B.J. Blunt,bj blunt,LB,FA,1995-04-21,26.0,2019.0,,,,,73.0,220.0,McNeese State,2025
2609,14652,2a86a6b4-58ef-42f5-aff9-d5d979bea6c7,18879.0,00-0035026,28308.0,6005.0,48123.0,3929641.0,32321,,2185968.0,GiveKe01,,13519.0,,,32321.0,883319.0,20773.0,883319,Kevin Givens,kevin givens,DT,SFO,1997-03-01,28.6,2019.0,,,,,73.0,285.0,Penn State,2025
2610,14653,b22c91a2-e11c-4ca2-8dd1-54c6bce8225c,19106.0,00-0035519,26229.0,6601.0,48669.0,3131784.0,32425,,2140284.0,MackIs00,,14204.0,,,32425.0,834396.0,21535.0,834396,Isaiah Mack,isaiah mack,DT,FA,1996-03-19,27.9,2019.0,,,,,73.0,299.0,Chattanooga,2025
2611,14654,fe7dea44-fd21-45e4-a8f0-1436e1108da1,18785.0,00-0035025,47150.0,6439.0,48122.0,3925348.0,32295,,3116798.0,HentHa00,,14094.0,,,32295.0,884045.0,21344.0,,Hale Hentges,hale hentges,TE,FA,1996-08-19,25.5,2019.0,,,,,76.0,245.0,Alabama,2025
2612,14660,18750e3f-5625-4253-ac44-61c6b8fc07d4,,00-0035016,49714.0,6160.0,48113.0,3914595.0,32241,,2184767.0,TauaJo00,,13487.0,,,32241.0,881829.0,20958.0,,Josiah Tauaefa,josiah tauaefa,LB,FA,1997-05-05,24.0,2019.0,,,,,73.0,235.0,Texas-San Antonio,2025
2613,14665,c1576aca-1bd1-4b9f-ba83-10235f1e2eca,18400.0,00-0035102,91468.0,6279.0,48210.0,4411192.0,32142,,3116815.0,DillBr00,,14001.0,,,32142.0,0.0,21161.0,1165740,Brandon Dillon,brandon dillon,TE,FA,1997-04-30,25.8,2019.0,,,,,77.0,250.0,"Marian, Ind.",2025
2614,14669,e94ac14d-0122-4dc8-ad20-b71226cb8cfe,18495.0,00-0035133,56167.0,6333.0,48241.0,4259493.0,32348,,3116813.0,NixoKe00,,13701.0,,,32348.0,0.0,21239.0,1067178,Keisean Nixon,keisean nixon,CB,GBP,1997-06-22,28.3,2019.0,,,,,70.0,200.0,South Carolina,2025
2615,14672,d0412c6f-ac97-420c-a9e2-1ca587c480b2,18905.0,00-0035617,38268.0,6353.0,48780.0,3116177.0,32135,,2139310.0,ReedTr01,,14013.0,,,32135.0,0.0,21332.0,836169,Troy Reeder,troy reeder,LB,LAR,1994-09-13,31.1,2019.0,,,,,75.0,236.0,Delaware,2025
2616,14673,92e78492-1e80-453e-ab31-862e12ffe7d7,18372.0,00-0035615,49805.0,6055.0,48778.0,3728310.0,32134,,2180469.0,PatrNa00,,13973.0,,,32134.0,0.0,20907.0,871368,Natrez Patrick,natrez patrick,LB,FA,1997-07-09,23.8,2019.0,,,,,75.0,242.0,Georgia,2025
2617,14675,c8fb3887-c2bb-4038-af6f-f9b81aeee0ac,18873.0,00-0035409,37279.0,6627.0,48544.0,3886601.0,32497,,2180542.0,TuttSh00,,14286.0,,,32497.0,0.0,21422.0,866951,Shy Tuttle,shy tuttle,DT,TEN,1995-10-20,30.0,2019.0,,,,,75.0,300.0,Tennessee,2025
2618,14676,4e2c85e2-3efb-4c5e-ba5e-3c75202e4f00,18740.0,00-0035507,36340.0,6235.0,48654.0,3886528.0,32530,,2180531.0,PhilKy00,,13708.0,,,32530.0,0.0,21165.0,866953,Kyle Phillips,kyle phillips,DE,FA,1997-05-05,27.8,2019.0,,,,,76.0,277.0,Tennessee,2025
2619,14677,010806af-e6ba-409a-b7fb-a119714238f6,18574.0,00-0035486,37161.0,6378.0,48631.0,3913020.0,32155,,3117013.0,BrowMi01,,14044.0,,,32155.0,0.0,21323.0,875944,Miles Brown,miles brown,DT,FA,1997-09-04,23.7,2019.0,,,,,74.0,320.0,Wofford,2025
2620,14678,8471f3e4-b507-4554-afbb-df333694360b,,00-0035579,44583.0,6679.0,48730.0,4039521.0,32582,,,SkipTu00,,14293.0,,,32582.0,0.0,21578.0,912671,Tuzar Skipper,tuzar skipper,LB,TEN,1995-06-05,26.7,2019.0,,,,,75.0,246.0,Toledo,2025
2621,14679,a3dca1fa-69cf-4468-b95b-63c8d532dc5f,,00-0035434,50232.0,6252.0,48578.0,3124030.0,32549,,3117064.0,PeacCh00,,13643.0,,,32549.0,0.0,21185.0,,Chris Peace,chris peace,DE,NYG,1996-02-08,25.2,2019.0,,,,,74.0,250.0,Virginia,2025
2622,14680,f00ccf29-884e-4914-b9f9-aca0090ee9e6,19004.0,00-0035094,38461.0,6494.0,48198.0,3115979.0,32336,,2131206.0,MoneBr00,,14099.0,,,32336.0,0.0,21494.0,822579,Bryan Mone,bryan mone,DT,SEA,1995-10-20,28.3,2019.0,,,,,75.0,345.0,Michigan,2025
2623,14682,209307c5-8e39-44a6-8879-5e033e017eb4,18526.0,00-0035103,49757.0,6432.0,48211.0,3122141.0,32304,,2139862.0,AlakOt01,,13539.0,,,32304.0,0.0,21482.0,835819,Otaro Alaka,otaro alaka,LB,BAL,1996-05-18,25.8,2019.0,,,,,75.0,240.0,Texas A&M,2025
2624,14696,78ca0233-a32a-4435-ba06-6ececaa3c537,18849.0,00-0035108,50353.0,6354.0,48216.0,3886327.0,32145,,3116817.0,,,14155.0,,,32145.0,0.0,21333.0,868875,Nate Meadors,nate meadors,CB,CLE,1997-02-13,25.0,2019.0,,,,,71.0,194.0,UCLA,2025
2625,14702,dba7bc1b-c414-404a-8845-4b0245df64a9,18932.0,00-0035437,51405.0,6257.0,,3917058.0,32552,,3117066.0,,,14267.0,,,32552.0,0.0,21190.0,866359,Roderic Teamer,roderic teamer,S,FA,1997-05-12,27.8,2019.0,,,,,72.0,205.0,Tulane,2025
2626,14716,29815a83-1d6b-4e1b-b1c6-9bf44e7166c9,19020.0,00-0035073,94361.0,6467.0,48170.0,4422407.0,32254,,3116773.0,HarrJo05,,14144.0,,,32254.0,0.0,21466.0,1166012,Jonathan Harris,jonathan harris,DT,FA,1996-08-04,29.2,2019.0,,,,,77.0,295.0,Lindenwood,2025
2627,14717,12d28404-63e1-432f-adde-c93631a5c39c,19058.0,00-0035358,33285.0,6650.0,48488.0,3150744.0,32417,,2165272.0,McLaCh00,,14254.0,,,32417.0,0.0,21542.0,861446,Chase McLaughlin,chase mclaughlin,PK,TBB,1996-04-09,29.5,2019.0,,,,,72.0,190.0,Illinois,2025
2628,14720,1d5562b1-78c3-4d48-87ee-1b7ce1e0d5cb,,00-0035172,33464.0,6579.0,48275.0,3935064.0,32371,,3116853.0,TaylSh00,,14162.0,,,32371.0,0.0,21346.0,,Shakial Taylor,shakial taylor,CB,FA,1996-12-27,25.2,2019.0,,,,,71.0,175.0,Kansas,2025
2629,14722,03e6a751-5206-4f9e-8ffa-f92672f7c159,18548.0,00-0035346,50356.0,6258.0,48476.0,3124702.0,32443,,3117055.0,NeedNi00,,14077.0,,,32443.0,0.0,21192.0,829102,Nik Needham,nik needham,CB,NYJ,1996-11-04,29.0,2019.0,,,,,73.0,196.0,Texas-El Paso,2025
2630,14727,0deb1dc9-0945-470d-8352-220d26d03d7d,19074.0,00-0035567,94383.0,6659.0,48707.0,4421446.0,32596,,3117134.0,ReynCr00,,13960.0,,,32596.0,0.0,21564.0,1167356,Craig Reynolds,craig reynolds,RB,DET,1996-06-15,29.3,2019.0,,,,,71.0,216.0,Kutztown,2025
2631,14728,8f442456-427c-4d96-8596-a7928074a094,18486.0,00-0035521,30462.0,6581.0,48671.0,3125126.0,32427,,3117096.0,RobeDe01,,13774.0,,,32427.0,0.0,21360.0,835453,Derick Roberson,derick roberson,LB,FA,1995-11-15,27.3,2019.0,,,,,75.0,250.0,Sam Houston State,2025
2632,14737,62976179-ae2c-495f-9e94-cb3e49933243,18765.0,00-0035363,39382.0,6105.0,48493.0,3917797.0,32091,,2179243.0,GileJo01,,13492.0,,,32091.0,0.0,20772.0,879977,Joe Giles-Harris,joe giles-harris,LB,JAC,1997-04-01,27.9,2019.0,,,,,74.0,234.0,Duke,2025
2633,14738,65a702f3-1e60-46a3-bce9-8b4e3f939888,18945.0,00-0035390,56895.0,6542.0,48520.0,4239817.0,32408,,3117082.0,RushAn00,,14018.0,,,32408.0,0.0,21435.0,978453,Anthony Rush,anthony rush,DT,FA,1996-09-01,27.4,2019.0,,,,,77.0,350.0,Alabama-Birmingham,2025
2634,14741,588d8e04-98dc-478a-b3ba-9e3cb58d9afc,18303.0,00-0035365,35173.0,6310.0,48495.0,3917147.0,32092,,3117040.0,HayeTa00,,14031.0,,,32092.0,0.0,21210.0,867236,Tae Hayes,tae hayes,CB,NYJ,1997-08-19,26.5,2019.0,,,,,69.0,188.0,Appalachian State,2025
2635,14748,cd6cfc03-9ffc-4a2d-8dd3-7dac5915e637,19114.0,00-0035714,27582.0,6714.0,49475.0,3139613.0,32628,,3127657.0,WilkMa00,,13730.0,,,32628.0,0.0,21639.0,840767,Mazzi Wilkins,mazzi wilkins,CB,TBB,1995-10-12,25.6,2019.0,,,,,72.0,191.0,South Florida,2025
2636,14751,7b2e40ac-417d-4a86-b239-66bbe91c0bfc,19048.0,00-0035553,47186.0,6591.0,48689.0,3126263.0,32565,,3117137.0,JoneCh10,,14248.0,,,32565.0,0.0,21551.0,,Charles Jones,charles jones,TE,JAC,1996-08-05,24.8,2019.0,,,,,76.0,255.0,Tulane,2025
2637,14752,48c56733-6644-42ee-9020-07bd2deba1ad,18482.0,00-0035562,91465.0,6075.0,48700.0,3940587.0,32576,,3117107.0,HorsJe00,,13639.0,,,32576.0,0.0,20812.0,881708,Jesper Horsted,jesper horsted,TE,FA,1997-02-27,28.0,2019.0,,,,,75.0,237.0,Princeton,2025
2638,14753,fe30ca46-c995-46ce-bca3-12451bfb5ad8,18987.0,00-0035044,94366.0,6429.0,48141.0,4264341.0,32280,,3116787.0,HassJT00,,14133.0,,,32280.0,0.0,21476.0,840345,J.T. Hassell,jt hassell,S,NYJ,1995-08-14,25.7,2019.0,,,,,71.0,199.0,Florida Tech,2025
2639,14755,a1d54aed-e9e7-4a77-95c5-5d62be8fe75c,,00-0034933,29951.0,6398.0,48056.0,3127075.0,32192,,,GoodAh00,,14063.0,,,32192.0,0.0,21361.0,,Ahmad Gooden,ahmad gooden,LB,NYJ,1995-10-27,25.5,2019.0,,,,,74.0,245.0,Samford,2025
2640,14758,cf93a57e-129e-4e81-8d40-d8772ee0403c,,00-0035499,49466.0,6328.0,48645.0,3125705.0,32522,,,BrowKy00,,14223.0,,,32522.0,0.0,21234.0,836880,Kyron Brown,kyron brown,CB,NYJ,1996-05-26,25.0,2019.0,,,,,73.0,195.0,Akron,2025
2641,14759,66e7cb60-bf2e-41a5-96c1-4f7d4f8f9cda,18453.0,00-0035339,49390.0,6090.0,48468.0,3915970.0,32435,,2183880.0,HartMo01,,13770.0,,,32435.0,0.0,20794.0,880214,Montre Hartage,montre hartage,S,MIA,1997-06-16,23.9,2019.0,,,,,72.0,190.0,Northwestern,2025
2642,14761,ea8d0a80-2de3-4715-bcce-710f625ccb6a,18447.0,00-0035485,49572.0,6634.0,48630.0,3914477.0,32472,,2182417.0,BrooNa00,,13969.0,,,32472.0,0.0,21414.0,878482,Nate Brooks,nate brooks,CB,MIA,1996-09-05,24.7,2019.0,,,,,72.0,192.0,North Texas,2025
2643,14914,5a09de36-5fac-4053-b3a0-2b56d2519a9b,19774.0,00-0035758,113161.0,7094.0,42259.0,4682912.0,32668,,3158714.0,HajrLi00,,14808.0,,,32668.0,0.0,22122.0,814873,Lirim Hajrullahu,lirim hajrullahu,PK,FA,1990-04-24,32.8,2019.0,,,,,71.0,205.0,Western Ontario,2025
2644,14915,7f97446b-4e10-4b1d-b68c-9b1bc7f1c85f,,00-0035759,28574.0,7095.0,47642.0,3053774.0,32667,,,MacGAu00,,14354.0,,,32667.0,0.0,22123.0,,Austin MacGinnis,austin macginnis,PK,FA,1995-05-04,26.8,2019.0,,,,,70.0,185.0,Kentucky,2025
2645,14916,5f871c3c-9df8-4869-a967-9df253747a73,,00-0035370,44429.0,6138.0,48500.0,4035425.0,32097,,,SmitSa02,,13589.0,,,32097.0,0.0,20947.0,910608,Saivion Smith,saivion smith,CB,FA,1997-11-05,25.3,2019.0,,,,,73.0,199.0,Alabama,2025
2646,14917,e2f3af7f-dd17-44f2-a000-d487a29f0f03,18368.0,00-0035760,45704.0,6108.0,50963.0,3693033.0,32669,,3158720.0,PatrJa01,,13964.0,,,32669.0,0.0,20906.0,867047,Jacques Patrick,jacques patrick,RB,FA,1997-01-07,28.1,2019.0,,,,,74.0,231.0,Florida State,2025
2647,15032,7141ec7a-4f3d-44a4-979e-6644ab9e8f7b,,00-0035156,34735.0,6523.0,48258.0,3916370.0,32358,,,FoxxJa01,,13715.0,,,32358.0,0.0,21376.0,878512,Jack Fox,jack fox,PN,DET,1996-09-01,29.1,2019.0,,,,,74.0,218.0,Rice,2025
2648,15033,6fb8803e-2a84-454b-827f-df747e9157d8,19194.0,00-0035750,20052.0,6763.0,44728.0,2974503.0,32664,,3157671.0,BegeRe00,,14472.0,,,32664.0,0.0,21708.0,611495,Reggie Begelton,reggie begelton,WR,FA,1993-08-31,28.5,2019.0,,,,,74.0,200.0,Lamar,2025
2649,15060,23461354-f2d7-4e36-9046-fe9cde6dd413,19755.0,00-0035752,46440.0,6778.0,46421.0,3040206.0,32662,,3157672.0,StreCh00,,14587.0,,,32662.0,0.0,21866.0,728265,Chris Streveler,chris streveler,QB,FA,1995-01-06,29.1,2019.0,,,,,73.0,216.0,South Dakota,2025
2650,15062,b84b99f3-5fac-46ed-b892-5800159edbf9,18324.0,00-0035048,50115.0,5966.0,48145.0,3915285.0,32287,,2185926.0,RayxWy01,,13881.0,,,32287.0,0.0,20921.0,883428,Wyatt Ray,wyatt ray,LB,DEN,1996-10-24,26.3,2019.0,,,,,75.0,255.0,Boston College,2025
2651,15070,a01ffd42-5fdb-42f8-95ab-157025e3fba8,18831.0,00-0035547,94384.0,6665.0,48683.0,4408854.0,32600,,3117124.0,FortJo01,,14306.0,,,32600.0,0.0,21383.0,1167484,Jody Fortson,jody fortson,TE,FA,1995-12-07,29.9,2019.0,,,,,76.0,226.0,Valdosta State,2025
2652,15093,7e4f9b27-edc4-4f5c-b77a-81604220a454,18904.0,00-0035607,38540.0,6390.0,48770.0,3914150.0,32130,,3117145.0,CopeMa01,,14014.0,,,32130.0,0.0,21298.0,866147,Marquise Copeland,marquise copeland,DT,FA,1997-05-09,27.8,2019.0,,,,,74.0,287.0,Cincinnati,2025
2653,15094,155980c2-e289-48c4-a047-09c08d0ce7ae,18781.0,00-0035227,51189.0,6419.0,48447.0,3929850.0,32164,,3116951.0,LockPJ00,,14198.0,,,32164.0,0.0,21373.0,884291,P.J. Locke,pj locke,S,DEN,1997-02-12,28.7,2019.0,,,,,70.0,202.0,Texas,2025
2654,15101,594c3651-1a2f-453e-a39d-2c84a377f2b5,,00-0035600,48374.0,6657.0,48751.0,3116082.0,32601,,,AkinFr01,,14294.0,,,32601.0,0.0,21584.0,821227,Freedom Akinmoladun,freedom akinmoladun,DT,FA,1996-02-11,27.0,2019.0,,,,,75.0,284.0,Nebraska,2025
2655,15117,c5175598-1392-4eaa-ae62-d99811a0c477,18880.0,00-0035020,49231.0,6610.0,48117.0,3931424.0,32319,,3116827.0,FlanDe00,,14074.0,,,32319.0,0.0,21354.0,886680,Demetrius Flannigan-Fowles,demetrius flannigan-fowles,LB,NYG,1996-09-04,29.1,2019.0,,,,,74.0,223.0,Arizona,2025
2656,15140,d5dee97b-aa96-4fa6-868f-b6dc1f66245c,18724.0,00-0035357,49395.0,6314.0,48487.0,3916577.0,32416,,3117007.0,LewiCa00,,14253.0,,,32416.0,0.0,21216.0,881054,Cam Lewis,cam lewis,S,BUF,1997-04-13,28.5,2019.0,,,,,69.0,183.0,Buffalo,2025
2657,15162,3267e534-526e-4db8-8e1f-49fc7ee8aedb,,00-0035085,39094.0,6517.0,48182.0,3128675.0,32276,,,RamsRa00,,14106.0,,,32276.0,0.0,21417.0,837914,Randy Ramsey,randy ramsey,LB,FA,1995-09-07,27.5,2019.0,,,,,75.0,236.0,Arkansas,2025
2658,15163,f4a5d12e-9169-4601-85e6-79bc99eab455,,00-0035130,51496.0,6332.0,48238.0,3909365.0,32346,,,MabiDy00,,14116.0,,,32346.0,0.0,21238.0,874909,Dylan Mabin,dylan mabin,CB,MIN,1997-09-14,23.6,2019.0,,,,,73.0,195.0,Fordham,2025
2659,15164,7af54f9d-0a09-45ce-b96c-a179bcbb11ca,19025.0,00-0035137,23668.0,6639.0,47026.0,3147988.0,32381,,,BondTe00,,14165.0,,,32381.0,0.0,21517.0,842372,Terrell Bonds,terrell bonds,CB,FA,1996-07-22,25.6,2019.0,,,,,68.0,182.0,Tennessee State,2025
2660,15181,1e8293b4-25ec-479d-83b3-ef231d84ebca,18512.0,00-0034948,38567.0,6104.0,48082.0,3117249.0,32218,,2136741.0,HoldAl01,,13863.0,,,32218.0,0.0,20807.0,830515,Alijah Holder,alijah holder,S,FA,1996-01-26,25.3,2019.0,,,,,74.0,188.0,Stanford,2025
2661,15187,8de972e7-c997-4444-83a5-10f975d4fff6,19034.0,00-0035210,50480.0,6640.0,48388.0,3919107.0,32396,,3116888.0,MillHe01,,14192.0,,,32396.0,0.0,21521.0,866451,Herb Miller,herb miller,CB,CAR,1997-11-11,25.3,2019.0,,,,,74.0,190.0,Florida Atlantic,2025
2662,15198,ac84c815-7ed4-49b2-b84a-08cf6c016eb5,18938.0,00-0035422,49401.0,6243.0,48565.0,3915255.0,32199,,3117024.0,WestCh03,,13914.0,,,32199.0,0.0,21174.0,881644,Chris Westry,chris westry,CB,FA,1997-07-10,25.6,2019.0,,,,,76.0,197.0,Kentucky,2025
2663,15200,52766d25-2e8b-408f-ba3c-2ef9c3d082dc,22680.0,00-0036459,101280.0,7518.0,41112.0,4611153.0,33372,,26583243.0,RussTa00,,15225.0,,,33372.0,0.0,,,Taylor Russolino,taylor russolino,PK,FA,1989-05-23,32.8,2019.0,,,,,71.0,160.0,Millsaps,2025
2664,15201,d0dcbe53-8c71-4488-b468-785a756ee489,18783.0,00-0035188,43823.0,6266.0,48328.0,4039292.0,32171,,3116872.0,MyreAl00,,14187.0,,,32171.0,0.0,21201.0,914367,Alex Myres,alex myres,CB,FA,1996-04-20,25.0,2019.0,,,,,71.0,192.0,Houston,2025
2665,15209,c9b2e966-bdfb-4ccb-be3c-42473f63929b,19086.0,00-0035393,54369.0,6645.0,48524.0,3910754.0,32463,,3117018.0,ChesAn00,,14216.0,,,32463.0,0.0,21530.0,839252,Anthony Chesley,anthony chesley,CB,TBB,1996-05-31,26.7,2019.0,,,,,72.0,190.0,Coastal Carolina,2025
2666,15213,21a33144-63ee-4125-ac44-3fc911a39d50,18921.0,00-0035436,47123.0,6233.0,48580.0,3121378.0,32551,,2131215.0,SokoMa00,,13686.0,,,32551.0,0.0,21158.0,824177,Matt Sokol,matt sokol,TE,LAC,1995-11-09,25.5,2019.0,,,,,78.0,260.0,Michigan State,2025
2667,15216,de41a84a-9f98-42c3-b35e-7c99b0ffa5c7,18433.0,00-0035462,56733.0,6335.0,48606.0,4241221.0,32515,,3117035.0,PalmWa01,,14231.0,,,32515.0,0.0,21242.0,1057669,Walter Palmore,walter palmore,DT,DAL,1996-08-09,24.7,2019.0,,,,,76.0,320.0,Missouri,2025
2668,15222,70ce9a98-8dbf-4e16-a20d-f3cfb76e70d7,18824.0,00-0035135,48467.0,6321.0,48247.0,3914553.0,32351,,3116781.0,WardTi00,,14153.0,,,32351.0,0.0,21225.0,867191,Tim Ward,tim ward,DE,FA,1997-08-11,25.5,2019.0,,,,,78.0,255.0,Old Dominion,2025
2669,15228,3f6d588b-dfcb-4758-95f0-545f61ddf275,18546.0,00-0034944,51448.0,5952.0,48072.0,2971641.0,32212,,2181008.0,HansCh02,,13765.0,,,32212.0,0.0,20787.0,651669,Chase Hansen,chase hansen,LB,NOS,1993-05-20,29.8,2019.0,,,,,75.0,220.0,Utah,2025
