,dict.player.bye_weeks.week,dict.player.display_position,dict.player.editorial_player_key,dict.player.editorial_team_abbr,dict.player.editorial_team_full_name,dict.player.editorial_team_key,dict.player.editorial_team_url,dict.player.eligible_positions,dict.player.eligible_positions_to_add,dict.player.has_player_notes,dict.player.headshot.size,dict.player.headshot.url,dict.player.image_url,dict.player.is_keeper.status,dict.player.is_keeper.cost,dict.player.is_keeper.kept,dict.player.is_undroppable,dict.player.name.ascii_first,dict.player.name.ascii_last,dict.player.name.first,dict.player.name.full,dict.player.name.last,dict.player.player_id,dict.player.player_key,dict.player.player_notes_last_timestamp,dict.player.position_type,dict.player.primary_position,dict.player.uniform_number,dict.player.url,dict.player.status,dict.player.status_full,dict.player.injury_note,player.bye_weeks.week,player.display_position,player.editorial_player_key,player.editorial_team_abbr,player.editorial_team_full_name,player.editorial_team_key,player.editorial_team_url,player.eligible_positions,player.eligible_positions_to_add,player.has_player_notes,player.headshot.size,player.headshot.url,player.image_url,player.injury_note,player.is_keeper.status,player.is_keeper.cost,player.is_keeper.kept,player.is_undroppable,player.name.ascii_first,player.name.ascii_last,player.name.first,player.name.full,player.name.last,player.player_id,player.player_key,player.player_notes_last_timestamp,player.position_type,player.primary_position,player.status,player.status_full,player.uniform_number,player.url,player.has_recent_player_notes
97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,RB,nfl.p.29390,Was,Washington Commanders,nfl.t.28,https://sports.yahoo.com/nfl/teams/washington/,['RB'],,,small,https://s.yimg.com/iu/api/res/1.2/sCK35fWppFShY86yyoXsZg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08172023/29390.png,https://s.yimg.com/iu/api/res/1.2/sCK35fWppFShY86yyoXsZg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08172023/29390.png,Concussion,False,False,False,0.0,Jonathan,Williams,Jonathan,Jonathan Williams,Williams,29390.0,461.p.29390,,O,RB,NA,Inactive: Coach's Decision or Not on Roster,,https://sports.yahoo.com/nfl/players/29390,
98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,WR,nfl.p.29399,Mia,Miami Dolphins,nfl.t.15,https://sports.yahoo.com/nfl/teams/miami/,['WR'],,,small,https://s.yimg.com/iu/api/res/1.2/Diqe50fgyWAn7fudtY4oHw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08272025/29399.png,https://s.yimg.com/iu/api/res/1.2/Diqe50fgyWAn7fudtY4oHw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08272025/29399.png,Knee - ACL,False,False,False,0.0,Tyreek,Hill,Tyreek,Tyreek Hill,Hill,29399.0,461.p.29399,,O,WR,IR,Injured Reserve,10,https://sports.yahoo.com/nfl/players/29399,
99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,QB,nfl.p.29421,Det,Detroit Lions,nfl.t.8,https://sports.yahoo.com/nfl/teams/detroit/,['QB'],,,small,https://s.yimg.com/iu/api/res/1.2/daOTjuqhCuZ3w1lCdvdOfg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08132024/29421.png,https://s.yimg.com/iu/api/res/1.2/daOTjuqhCuZ3w1lCdvdOfg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08132024/29421.png,,False,False,False,0.0,Nate,Sudfeld,Nate,Nate Sudfeld,Sudfeld,29421.0,461.p.29421,,O,QB,NA,Inactive: Coach's Decision or Not on Roster,,https://sports.yahoo.com/nfl/players/29421,
100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,QB,nfl.p.29435,Ten,Tennessee Titans,nfl.t.10,https://sports.yahoo.com/nfl/teams/tennessee/,['QB'],,,small,https://s.yimg.com/iu/api/res/1.2/8xNgifrEmcJRMzug6kqYXw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08112025/29435.png,https://s.yimg.com/iu/api/res/1.2/8xNgifrEmcJRMzug6kqYXw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08112025/29435.png,,False,False,False,0.0,Brandon,Allen,Brandon,Brandon Allen,Allen,29435.0,461.p.29435,,O,QB,,,10,https://sports.yahoo.com/nfl/players/29435,
101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,QB,nfl.p.29441,LV,Las Vegas Raiders,nfl.t.13,https://sports.yahoo.com/nfl/teams/las-vegas/,['QB'],,1.0,small,https://s.yimg.com/iu/api/res/1.2/8E3miMoCm..80Y0SU0MGZg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/09162024/29441.png,https://s.yimg.com/iu/api/res/1.2/8E3miMoCm..80Y0SU0MGZg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/09162024/29441.png,,False,False,False,0.0,Jeff,Driskel,Jeff,Jeff Driskel,Driskel,29441.0,461.p.29441,1759959048.0,O,QB,NA,Inactive: Coach's Decision or Not on Roster,,https://sports.yahoo.com/nfl/players/29441,
102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,RB,nfl.p.29470,Den,Denver Broncos,nfl.t.7,https://sports.yahoo.com/nfl/teams/denver/,['RB'],,,small,https://s.yimg.com/iu/api/res/1.2/2yaLQYE0w6XFAuYPTEgKsg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08262021/29470.png,https://s.yimg.com/iu/api/res/1.2/2yaLQYE0w6XFAuYPTEgKsg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08262021/29470.png,Illness,False,False,False,0.0,Dwayne,Washington,Dwayne,Dwayne Washington,Washington,29470.0,461.p.29470,,O,RB,NA,Inactive: Coach's Decision or Not on Roster,,https://sports.yahoo.com/nfl/players/29470,
103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,WR,nfl.p.29631,Det,Detroit Lions,nfl.t.8,https://sports.yahoo.com/nfl/teams/detroit/,['WR'],,1.0,small,https://s.yimg.com/iu/api/res/1.2/dEw6i.3h0pXpbgxdjwUSWg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/07312025/29631.png,https://s.yimg.com/iu/api/res/1.2/dEw6i.3h0pXpbgxdjwUSWg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/07312025/29631.png,,False,False,False,0.0,Kalif,Raymond,Kalif,Kalif Raymond,Raymond,29631.0,461.p.29631,1760387816.0,O,WR,,,11,https://sports.yahoo.com/nfl/players/29631,
104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,WR,nfl.p.29703,NE,New England Patriots,nfl.t.17,https://sports.yahoo.com/nfl/teams/new-england/,['WR'],,,small,https://s.yimg.com/iu/api/res/1.2/3UtdVx7aasWMSzA4vhGNvQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/09062022/29703.png,https://s.yimg.com/iu/api/res/1.2/3UtdVx7aasWMSzA4vhGNvQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/09062022/29703.png,,False,False,False,0.0,Alex,Erickson,Alex,Alex Erickson,Erickson,29703.0,461.p.29703,,O,WR,NA,Inactive: Coach's Decision or Not on Roster,,https://sports.yahoo.com/nfl/players/29703,
105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,K,nfl.p.29754,Den,Denver Broncos,nfl.t.7,https://sports.yahoo.com/nfl/teams/denver/,['K'],,1.0,small,https://s.yimg.com/iu/api/res/1.2/RocGixuJ2SRZRAs5f.DORw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08122025/29754.png,https://s.yimg.com/iu/api/res/1.2/RocGixuJ2SRZRAs5f.DORw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08122025/29754.png,,False,False,False,0.0,Wil,Lutz,Wil,Wil Lutz,Lutz,29754.0,461.p.29754,1760287824.0,K,K,,,3,https://sports.yahoo.com/nfl/players/29754,
106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,WR,nfl.p.29785,Was,Washington Commanders,nfl.t.28,https://sports.yahoo.com/nfl/teams/washington/,['WR'],,,small,https://s.yimg.com/iu/api/res/1.2/4EEEac5MfqnLljHS6vnCtw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/10182022/29785.png,https://s.yimg.com/iu/api/res/1.2/4EEEac5MfqnLljHS6vnCtw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/10182022/29785.png,,False,False,False,0.0,Robbie,Chosen,Robbie,Robbie Chosen,Chosen,29785.0,461.p.29785,,O,WR,,,12,https://sports.yahoo.com/nfl/players/29785,
107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,TE,nfl.p.29789,LAC,Los Angeles Chargers,nfl.t.24,https://sports.yahoo.com/nfl/teams/la-chargers/,['TE'],,,small,https://s.yimg.com/iu/api/res/1.2/UkxXnDbH1hqdc5zwv9P9YQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/09122022/29789.png,https://s.yimg.com/iu/api/res/1.2/UkxXnDbH1hqdc5zwv9P9YQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/09122022/29789.png,,False,False,False,0.0,Stephen,Anderson,Stephen,Stephen Anderson,Anderson,29789.0,461.p.29789,,O,TE,NA,Inactive: Coach's Decision or Not on Roster,,https://sports.yahoo.com/nfl/players/29789,
108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,K,nfl.p.29792,Hou,Houston Texans,nfl.t.34,https://sports.yahoo.com/nfl/teams/houston/,['K'],,,small,https://s.yimg.com/iu/api/res/1.2/.c6NIw1lGRTM_O_gZeDW4w--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08192025/29792.png,https://s.yimg.com/iu/api/res/1.2/.c6NIw1lGRTM_O_gZeDW4w--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08192025/29792.png,,False,False,False,0.0,Ka'imi,Fairbairn,Ka'imi,Ka'imi Fairbairn,Fairbairn,29792.0,461.p.29792,,K,K,,,15,https://sports.yahoo.com/nfl/players/29792,
109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,RB,nfl.p.29951,Min,Minnesota Vikings,nfl.t.16,https://sports.yahoo.com/nfl/teams/minnesota/,['RB'],,,small,https://s.yimg.com/iu/api/res/1.2/0ewcZ3j_t65BouBc2zWfUA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08152025/29951.png,https://s.yimg.com/iu/api/res/1.2/0ewcZ3j_t65BouBc2zWfUA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08152025/29951.png,,False,False,False,0.0,C.J.,Ham,C.J.,C.J. Ham,Ham,29951.0,461.p.29951,,O,RB,,,30,https://sports.yahoo.com/nfl/players/29951,
110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,TE,nfl.p.30112,Ind,Indianapolis Colts,nfl.t.11,https://sports.yahoo.com/nfl/teams/indianapolis/,['TE'],,,small,https://s.yimg.com/iu/api/res/1.2/ZD_VD3qI.F1uwPQVmII3Tg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08042025/30112.png,https://s.yimg.com/iu/api/res/1.2/ZD_VD3qI.F1uwPQVmII3Tg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08042025/30112.png,,False,False,False,0.0,Mo,Alie-Cox,Mo,Mo Alie-Cox,Alie-Cox,30112.0,461.p.30112,,O,TE,,,81,https://sports.yahoo.com/nfl/players/30112,
111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,QB,nfl.p.30115,Buf,Buffalo Bills,nfl.t.2,https://sports.yahoo.com/nfl/teams/buffalo/,['QB'],,,small,https://s.yimg.com/iu/api/res/1.2/f_NZ9TxJbdJJJYUKj7a2hA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/07302025/30115.png,https://s.yimg.com/iu/api/res/1.2/f_NZ9TxJbdJJJYUKj7a2hA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/07302025/30115.png,,False,False,False,0.0,Mitchell,Trubisky,Mitchell,Mitchell Trubisky,Trubisky,30115.0,461.p.30115,,O,QB,,,11,https://sports.yahoo.com/nfl/players/30115,
112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,RB,nfl.p.30117,Buf,Buffalo Bills,nfl.t.2,https://sports.yahoo.com/nfl/teams/buffalo/,['RB'],,,small,https://s.yimg.com/iu/api/res/1.2/D.QQL0y9dYJRkootb6s7dQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/10302023/30117.png,https://s.yimg.com/iu/api/res/1.2/D.QQL0y9dYJRkootb6s7dQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/10302023/30117.png,,False,False,False,0.0,Leonard,Fournette,Leonard,Leonard Fournette,Fournette,30117.0,461.p.30117,,O,RB,NA,Inactive: Coach's Decision or Not on Roster,,https://sports.yahoo.com/nfl/players/30117,
113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,WR,nfl.p.30120,Pit,Pittsburgh Steelers,nfl.t.23,https://sports.yahoo.com/nfl/teams/pittsburgh/,['WR'],,,small,https://s.yimg.com/iu/api/res/1.2/Gnjo6wmtAXtrvdo_qTvSyQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/07312025/30120.png,https://s.yimg.com/iu/api/res/1.2/Gnjo6wmtAXtrvdo_qTvSyQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/07312025/30120.png,Undisclosed,False,False,False,0.0,Mike,Williams,Mike,Mike Williams,Williams,30120.0,461.p.30120,,O,WR,NA,Inactive: Coach's Decision or Not on Roster,,https://sports.yahoo.com/nfl/players/30120,
114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,RB,nfl.p.30121,SF,San Francisco 49ers,nfl.t.25,https://sports.yahoo.com/nfl/teams/san-francisco/,['RB'],,1.0,small,https://s.yimg.com/iu/api/res/1.2/NUKES.XtDlZ9FmhqEOqBXQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08272025/30121.png,https://s.yimg.com/iu/api/res/1.2/NUKES.XtDlZ9FmhqEOqBXQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08272025/30121.png,,False,False,False,1.0,Christian,McCaffrey,Christian,Christian McCaffrey,McCaffrey,30121.0,461.p.30121,1760313662.0,O,RB,,,23,https://sports.yahoo.com/nfl/players/30121,
115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,WR,nfl.p.30122,Phi,Philadelphia Eagles,nfl.t.21,https://sports.yahoo.com/nfl/teams/philadelphia/,['WR'],,,small,https://s.yimg.com/iu/api/res/1.2/3AQhuCsD7vtHlWjvJHyfCQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/02062025/30122.png,https://s.yimg.com/iu/api/res/1.2/3AQhuCsD7vtHlWjvJHyfCQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/02062025/30122.png,Undisclosed,False,False,False,0.0,John,Ross,John,John Ross,Ross,30122.0,461.p.30122,,O,WR,NA,Inactive: Coach's Decision or Not on Roster,,https://sports.yahoo.com/nfl/players/30122,
116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,QB,nfl.p.30123,KC,Kansas City Chiefs,nfl.t.12,https://sports.yahoo.com/nfl/teams/kansas-city/,['QB'],,1.0,small,https://s.yimg.com/iu/api/res/1.2/joOVUCFB8mtbFi4l.axrPg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08142025/30123.png,https://s.yimg.com/iu/api/res/1.2/joOVUCFB8mtbFi4l.axrPg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08142025/30123.png,,False,False,False,0.0,Patrick,Mahomes,Patrick,Patrick Mahomes,Mahomes,30123.0,461.p.30123,1760327212.0,O,QB,,,15,https://sports.yahoo.com/nfl/players/30123,
117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,QB,nfl.p.30125,Cle,Cleveland Browns,nfl.t.5,https://sports.yahoo.com/nfl/teams/cleveland/,['QB'],,1.0,small,https://s.yimg.com/iu/api/res/1.2/7jnXqMKrZ4BbFiyHylMGdA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/07232024/30125.png,https://s.yimg.com/iu/api/res/1.2/7jnXqMKrZ4BbFiyHylMGdA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/07232024/30125.png,Achilles,False,False,False,0.0,Deshaun,Watson,Deshaun,Deshaun Watson,Watson,30125.0,461.p.30125,1760543301.0,O,QB,PUP-R,Physically Unable to Perform (Regular Season),4,https://sports.yahoo.com/nfl/players/30125,
118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,TE,nfl.p.30136,Den,Denver Broncos,nfl.t.7,https://sports.yahoo.com/nfl/teams/denver/,['TE'],,1.0,small,https://s.yimg.com/iu/api/res/1.2/ufPJwa9t8RG3mcA0ItfdOw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08122025/30136.png,https://s.yimg.com/iu/api/res/1.2/ufPJwa9t8RG3mcA0ItfdOw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08122025/30136.png,,False,False,False,0.0,Evan,Engram,Evan,Evan Engram,Engram,30136.0,461.p.30136,1760291401.0,O,TE,,,1,https://sports.yahoo.com/nfl/players/30136,
119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,TE,nfl.p.30142,Cle,Cleveland Browns,nfl.t.5,https://sports.yahoo.com/nfl/teams/cleveland/,['TE'],,1.0,small,https://s.yimg.com/iu/api/res/1.2/N2wB.vSZOxuoEgcezD5NLw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08252023/30142.png,https://s.yimg.com/iu/api/res/1.2/N2wB.vSZOxuoEgcezD5NLw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08252023/30142.png,Knee,False,False,False,0.0,David,Njoku,David,David Njoku,Njoku,30142.0,461.p.30142,1760721538.0,O,TE,O,Out,85,https://sports.yahoo.com/nfl/players/30142,
