,mfl_id,sportradar_id,fantasypros_id,gsis_id,pff_id,sleeper_id,nfl_id,espn_id,yahoo_id,fleaflicker_id,cbs_id,pfr_id,cfbref_id,rotowire_id,rotoworld_id,ktc_id,stats_id,stats_global_id,fantasy_data_id,swish_id,name,merge_name,position,team,birthdate,age,draft_year,draft_round,draft_pick,draft_ovr,twitter_username,height,weight,college,db_season,cleaned_name,match_key,mapped_ids
10225,1380,,,,,,,,,,,,,,,,,0.0,,,Chris Calloway,chris calloway,WR,NEP,,,1991.0,7.0,20.0,,,74.0,222.0,Auburn,2025,Chris Calloway,Chris Calloway_<NA>,
10346,1563,,,,,,,,,,,,,,,,,0.0,,,Chris Chambers,chris chambers,WR,MIA,,,1990.0,2.0,3.0,,,,200.0,West Virginia,2025,Chris Chambers,Chris Chambers_<NA>,
8603,4946,,,00-0020446,821.0,,26270.0,2600.0,,,235203.0,ChamCh00,chris-chambers-1,2224.0,1283.0,,5499.0,25618.0,,,Chris Chambers,chris chambers,WR,FA,1978-08-12,42.7,2001.0,2.0,21.0,52.0,,71.0,210.0,Wisconsin,2025,Chris Chambers,Chris Chambers_5499,5499.0
10488,1125,,,,,,,,,,,ChanCh00,chris-chandler-1,30.0,407.0,,,0.0,,,Chris Chandler,chris chandler,QB,FA,,,1988.0,3.0,,76.0,,76.0,225.0,Washington,2025,Chris Chandler,Chris Chandler_<NA>,
10880,1572,,,,,,,,,,,,,,,,,0.0,,,Chris Chandler,chris chandler,QB,ATL,,,0.0,,,,,73.0,215.0,Southwest Texas Stat,2025,Chris Chandler,Chris Chandler_<NA>,
9725,1782,,,,,,,,,,,,,,,,,0.0,,,Chris Cole,chris cole,WR,DEN,1971-02-16,50.2,1995.0,4.0,5.0,,,72.0,244.0,Miami (Fla.),2025,Chris Cole,Chris Cole_<NA>,
8843,5719,,,,,,,,,,,ColeCh00,chris-cole-2,2403.0,,,5099.0,0.0,,,Chris Cole,chris cole,WR,FA,1977-11-12,43.5,2000.0,3.0,8.0,70.0,,,195.0,Texas A&M,2025,Chris Cole,Chris Cole_5099,5099.0
11981,8995,,,,,,,,,,,,,,4563.0,,8521.0,0.0,,,Chris Davis,chris davis,WR,FA,1983-12-01,37.4,0.0,,,,,70.0,180.0,Wake Forest,2025,Chris Davis,Chris Davis_8521,8521.0
7072,8809,,,00-0025515,3744.0,,32321.0,10571.0,,,409335.0,DaviCh02,chris-davis-2,5399.0,4256.0,,8382.0,0.0,,,Chris Davis,chris davis,WR,FA*,1984-01-23,37.3,2007.0,4.0,29.0,128.0,,70.0,181.0,Florida State,2025,Chris Davis,Chris Davis_8382,8382.0
8228,7093,,,,,,,,,,,DaviCh24,chris-davis-3,,,,,0.0,,,Chris Davis,chris davis,RB,FA,,,2003.0,5.0,30.0,165.0,,,235.0,Syracuse,2025,Chris Davis,Chris Davis_<NA>,
5443,10958,,,00-0029169,,,,15420.0,,,1977794.0,,,8556.0,7767.0,,26033.0,406893.0,,,Chris Givens,chris givens,WR,FA,1989-01-28,32.3,2012.0,,,,CG1three,74.0,203.0,Miami (OH),2025,Chris Givens,Chris Givens_26033,26033.0
5235,10736,081f217e-4ecb-401d-9ab5-3f55528e5619,11213.0,00-0029614,7096.0,1201.0,2535634.0,15078.0,25806.0,,1707637.0,GiveCh00,chris-givens-2,8025.0,7430.0,,25806.0,463801.0,14405.0,,Chris Givens,chris givens,WR,FA,1989-12-06,31.4,2012.0,4.0,1.0,96.0,CG1three,72.0,203.0,Wake Forest,2025,Chris Givens,Chris Givens_25806,25806.0
4039,12201,bbdb52d4-cbc6-473d-999c-fc7c518e55b1,14254.0,00-0031854,9950.0,2721.0,2553652.0,2978196.0,28985.0,,2174921.0,HarpCh01,,10240.0,10967.0,,28985.0,690965.0,17189.0,,Chris Harper,chris harper,WR,FA,1993-12-07,27.4,2015.0,,,,,71.0,185.0,California,2025,Chris Harper,Chris Harper_28985,28985.0
4862,11235,c6c558e1-e2b2-4fb5-a5a3-ee58526f10d8,11603.0,00-0030077,7905.0,1595.0,2539246.0,16007.0,26746.0,,1620463.0,HarpCh00,chris-harper-2,8805.0,8480.0,,26746.0,450786.0,15254.0,,Chris Harper,chris harper,WR,FA,1989-09-10,31.7,2013.0,4.0,26.0,123.0,THEChrisHarper,73.0,228.0,Kansas State,2025,Chris Harper,Chris Harper_26746,26746.0
7038,8763,,,00-0025437,3666.0,,32243.0,10494.0,,4761.0,412644.0,HenrCh01,chris-henry-1,5218.0,4226.0,,8304.0,213816.0,,,Chris Henry,chris henry,RB,FA,1985-06-06,35.9,2007.0,2.0,18.0,50.0,,71.0,233.0,Arizona,2025,Chris Henry,Chris Henry_8304,8304.0
7654,7895,,,,,,,,,,412641.0,HenrCh00,chris-henry-3,4351.0,3167.0,,7259.0,0.0,,,Chris Henry,chris henry,XX,CIN,1983-05-17,38.0,2005.0,3.0,19.0,83.0,,76.0,200.0,West Virginia,2025,Chris Henry,Chris Henry_7259,7259.0
9338,3415,,,,,,,,,,,HowaCh00,chris-howard-3,944.0,,,,0.0,,,Chris Howard,chris howard,RB,FA,1975-05-05,46.0,1998.0,5.0,30.0,153.0,,70.0,223.0,Michigan,2025,Chris Howard,Chris Howard_<NA>,
9958,4152,,,,,,,,,,,,,,,,,0.0,,,Chris Howard,chris howard,RB,FA,,,1994.0,5.0,1.0,,,,,Eastern Washington,2025,Chris Howard,Chris Howard_<NA>,
10580,4296,,,,,,,,,,,,,,,,,0.0,,,Chris Jacke,chris jacke,PK,FA,,,1986.0,9.0,,,,72.0,193.0,Baylor,2025,Chris Jacke,Chris Jacke_<NA>,
10422,1336,,,,,,,,,,,jackechr01,chris-jacke-1,,,,,0.0,,,Chris Jacke,chris jacke,PK,FA,,,1989.0,6.0,3.0,142.0,,72.0,200.0,UTEP,2025,Chris Jacke,Chris Jacke_<NA>,
11412,6402,,,,,,,,,,,,,,,,,0.0,,,Chris Penn,chris penn,WR,FA,,,0.0,,,,,71.0,195.0,Miami (Fla.),2025,Chris Penn,Chris Penn_<NA>,
9885,1540,,,,,,,,,,,PennCh00,chris-penn-1,,,,,0.0,,,Chris Penn,chris penn,WR,FA,1971-04-20,50.1,1994.0,3.0,31.0,96.0,,72.0,198.0,Tulsa,2025,Chris Penn,Chris Penn_<NA>,
7538,8613,,,00-0023844,,,,2767.0,,,422041.0,TaylCh02,,5117.0,4044.0,,8101.0,215478.0,,,Chris Taylor,chris taylor,RB,NOS,1983-11-07,37.5,2006.0,,,,,72.0,224.0,Texas A&M,2025,Chris Taylor,Chris Taylor_8101,8101.0
8743,5131,,,,,,,,,,,TaylCh04,chris-taylor-2,2251.0,,,5666.0,0.0,,,Chris Taylor,chris taylor,WR,FA,1979-04-25,42.0,2001.0,7.0,18.0,218.0,,,183.0,Texas A&M,2025,Chris Taylor,Chris Taylor_5666,5666.0
4814,11186,0366fd06-19a3-4b69-8448-6bfbfad1250b,11651.0,00-0030404,7936.0,1502.0,2540011.0,15966.0,26777.0,,1273546.0,ThomCh03,chris-thompson-1,8773.0,8563.0,,26777.0,509372.0,15102.0,509372.0,Chris Thompson,chris thompson,RB,FA,1990-10-20,32.3,2013.0,5.0,21.0,154.0,ChrisThompson_4,68.0,195.0,Florida State,2025,Chris Thompson,Chris Thompson_26777,26777.0
3460,13492,7b108d08-f950-49c6-be33-85cb9222e655,16886.0,00-0033855,12330.0,4719.0,45720.0,3054970.0,30861.0,,2820598.0,ThomCh05,,12260.0,12944.0,,30861.0,748626.0,19627.0,,Chris Thompson,chris thompson,WR,FA,1994-05-09,27.0,2017.0,,,,,72.0,175.0,Florida,2025,Chris Thompson,Chris Thompson_30861,30861.0
10352,1708,,,,,,,,,,,WarrCh00,chris-warren-2,573.0,,,,0.0,,,Chris Warren,chris warren,RB,FA,,,1990.0,4.0,8.0,89.0,,74.0,225.0,,2025,Chris Warren,Chris Warren_<NA>,
2817,13725,86b05ebc-a22f-46a4-b521-67cc0b1fa206,18058.0,00-0034315,35977.0,5587.0,46540.0,3929855.0,31514.0,,2092162.0,WarrCh01,,12867.0,13683.0,,31514.0,884299.0,20588.0,,Chris Warren,chris warren,RB,FA,1996-06-06,24.9,2018.0,,,,,74.0,246.0,Texas,2025,Chris Warren,Chris Warren_31514,31514.0
10961,2896,,,,,,,,,,,,,,,,,0.0,,,Clif Groce,clif groce,RB,FA,1972-07-30,48.8,0.0,,,,,71.0,245.0,Texas A&M,2025,Clif Groce,Clif Groce_<NA>,
11087,3576,,,,,,,,,,,,,1040.0,,,,0.0,,,Clif Groce,clif groce,RB,CIN,1974-07-10,46.8,0.0,,,,,76.0,260.0,,2025,Clif Groce,Clif Groce_<NA>,
9459,2978,,,,,,,,,,,,,,,,,0.0,,,Cole Ford,cole ford,PK,FA,1975-07-19,45.8,1997.0,3.0,27.0,,,72.0,222.0,Notre Dame,2025,Cole Ford,Cole Ford_<NA>,
9761,1838,,,,,,,,,,,fordxcol01,cole-ford-1,874.0,,,,0.0,,,Cole Ford,cole ford,PK,FA,1972-12-31,48.4,1995.0,7.0,39.0,247.0,,74.0,195.0,Southern California,2025,Cole Ford,Cole Ford_<NA>,
9336,3413,,,,,,,,,,12234.0,BradCo00,,950.0,1572.0,,4379.0,0.0,,,Corey Bradford,corey bradford,WR,FA,1975-12-08,45.4,1998.0,5.0,27.0,150.0,,73.0,201.0,Jackson State,2025,Corey Bradford,Corey Bradford_4379,4379.0
12131,924,,,,,,,,,,,,,,,,,,,,Corey Bradford,corey bradford,WR,GBP,,,,,,,,,,,2025,Corey Bradford,Corey Bradford_<NA>,
9427,2944,,,,,,,,,,1681.0,DillCo00,corey-dillon-1,761.0,3.0,,3914.0,0.0,,,Corey Dillon,corey dillon,RB,FA,1974-10-24,46.5,1997.0,2.0,13.0,43.0,,73.0,225.0,Washington,2025,Corey Dillon,Corey Dillon_3914,3914.0
9913,2352,,,,,,,,,,,,,,,,,0.0,,,Corey Dillon,corey dillon,RB,CIN,1971-08-30,49.7,1994.0,2.0,25.0,,,75.0,231.0,Oklahoma,2025,Corey Dillon,Corey Dillon_<NA>,
10591,1286,,,,,,,,,,,,,,,,,0.0,,,Correll Buckhalter,correll buckhalter,RB,PHI,,,1985.0,4.0,,,,71.0,186.0,Stanford,2025,Correll Buckhalter,Correll Buckhalter_<NA>,
8664,5027,,,00-0020270,869.0,,26341.0,2670.0,,346.0,235031.0,BuckCo00,correll-buckhalter-1,2258.0,703.0,,5569.0,25688.0,,,Correll Buckhalter,correll buckhalter,RB,FA,1978-10-06,42.6,2001.0,4.0,26.0,121.0,,72.0,223.0,Nebraska,2025,Correll Buckhalter,Correll Buckhalter_5569,5569.0
10097,1203,,,,,,,,,,,EricCr00,craig-erickson-1,,,,,0.0,,,Craig Erickson,craig erickson,QB,FA,,,1992.0,4.0,2.0,86.0,,,205.0,Miami (Fla.),2025,Craig Erickson,Craig Erickson_<NA>,
9633,2724,,,,,,,,,,,,,,,,,0.0,,,Craig Erickson,craig erickson,QB,FA,1974-02-13,47.2,1996.0,4.0,18.0,,,71.0,178.0,Austin Peay,2025,Craig Erickson,Craig Erickson_<NA>,
9628,2718,,,,,,,,,,,,,,,,,0.0,,,Curtis Enis,curtis enis,RB,FA,1972-10-04,48.6,1996.0,4.0,11.0,,,73.0,194.0,Southern California,2025,Curtis Enis,Curtis Enis_<NA>,
9235,3295,,,,,,,,,,,EnisCu00,curtis-enis-1,905.0,,,,0.0,,,Curtis Enis,curtis enis,RB,FA,1976-06-15,44.9,1998.0,1.0,5.0,5.0,,73.0,242.0,Penn State,2025,Curtis Enis,Curtis Enis_<NA>,
5702,10382,26f507c9-6d5d-454a-a381-7ec1fd2e0fb1,9976.0,00-0028079,6293.0,935.0,2508120.0,14158.0,24928.0,,1273405.0,WillD.00,dj-williams-1,7414.0,6523.0,,24928.0,406274.0,13250.0,,D.J. Williams,dj williams,TE,FA,1988-09-10,32.7,2011.0,5.0,10.0,141.0,dj45williams,74.0,245.0,Arkansas,2025,D.J. Williams,D.J. Williams_24928,24928.0
621,16860,38f29610-0713-11ef-80af-99b01a8e5b02,,00-0039595,99154.0,11989.0,57715.0,4567216.0,,,3122835.0,WillDJ00,,18309.0,,,41299.0,0.0,,1161897.0,D.J. Williams,dj williams,RB,FA,2000-11-15,24.9,2024.0,,,,,72.0,225.0,Arizona,2025,D.J. Williams,D.J. Williams_41299,41299.0
10077,4200,,,,,,,,,,,,,,,,,0.0,,,Damon Huard,damon huard,QB,NEP,,,1993.0,3.0,21.0,,,,,North Carolina State,2025,Damon Huard,Damon Huard_<NA>,
11064,3528,,,,,,,,,,1748.0,,,965.0,2149.0,,4180.0,0.0,,,Damon Huard,damon huard,QB,FA,1973-07-09,47.8,0.0,,,,,75.0,218.0,Washington,2025,Damon Huard,Damon Huard_4180,4180.0
10316,4656,,,,,,,,,,,,,,,,,0.0,,,Damon Jones,damon jones,TE,JAC,,,1991.0,11.0,23.0,,,,,Clemson,2025,Damon Jones,Damon Jones_<NA>,
9493,3027,,,,,,,,,,,JoneDa00,damon-jones-1,764.0,,,,0.0,,,Damon Jones,damon jones,TE,FA,1974-09-18,46.6,1997.0,5.0,17.0,147.0,,77.0,272.0,Southern Illinois,2025,Damon Jones,Damon Jones_<NA>,
9672,2796,,,,,,,,,,,,,,,,,0.0,,,Danny Farmer,danny farmer,WR,CIN,,,1996.0,6.0,31.0,,,,,,2025,Danny Farmer,Danny Farmer_<NA>,
8872,5752,,,,,,,,,,,FarmDa00,danny-farmer-1,1328.0,,,,0.0,,,Danny Farmer,danny farmer,WR,FA,1977-05-21,44.0,2000.0,4.0,9.0,103.0,,,210.0,UCLA,2025,Danny Farmer,Danny Farmer_<NA>,
9888,1599,,,,,,,,,,,ScotDa00,darnay-scott-1,,,,,0.0,,,Darnay Scott,darnay scott,WR,FA,1972-07-07,48.8,1994.0,2.0,1.0,30.0,,73.0,185.0,San Diego State,2025,Darnay Scott,Darnay Scott_<NA>,
11658,7302,,,,,,,,,,,,,3719.0,333.0,,6670.0,0.0,,,Darnay Scott,darnay scott,WR,CIN,1977-09-14,43.6,0.0,,,,,73.0,300.0,South Carolina,2025,Darnay Scott,Darnay Scott_6670,6670.0
9470,2993,,,,,,,,,,,AutrDa00,darnell-autry-1,733.0,,,,0.0,,,Darnell Autry,darnell autry,RB,FA,1976-06-19,44.9,1997.0,4.0,9.0,105.0,,70.0,210.0,Northwestern,2025,Darnell Autry,Darnell Autry_<NA>,
12076,297,,,,,,,,,,,,,,,,,,,,Darnell Autry,darnell autry,RB,PHI,,,,,,,,,,,2025,Darnell Autry,Darnell Autry_<NA>,
8853,5729,,,,,,,,,,187568.0,JackDa00,darrell-jackson-1,1324.0,481.0,,5109.0,0.0,,,Darrell Jackson,darrell jackson,WR,FA,1978-12-06,42.4,2000.0,3.0,18.0,80.0,,71.0,210.0,Florida,2025,Darrell Jackson,Darrell Jackson_5109,5109.0
10516,4308,,,,,,,,,,,,,,,,,0.0,,,Darrell Jackson,darrell jackson,WR,SEA,,,1988.0,2.0,17.0,,,74.0,213.0,Eastern Kentucky,2025,Darrell Jackson,Darrell Jackson_<NA>,
9134,4012,,,,,,,,,,,ChiaDa00,darrin-chiaverini-1,1161.0,,,,0.0,,,Darrin Chiaverini,darrin chiaverini,WR,FA,1977-10-12,43.6,1999.0,5.0,15.0,148.0,,73.0,215.0,Colorado,2025,Darrin Chiaverini,Darrin Chiaverini_<NA>,
10596,1644,,,,,,,,,,,,,,,,,0.0,,,Darrin Chiaverini,darrin chiaverini,WR,CLE,,,1985.0,3.0,,,,72.0,190.0,Houston,2025,Darrin Chiaverini,Darrin Chiaverini_<NA>,
10141,2118,,,,,,,,,,,,,,,,,0.0,,,Daunte Culpepper,daunte culpepper,QB,MIN,1970-01-04,51.3,1992.0,4.0,22.0,,,72.0,206.0,Minnesota,2025,Daunte Culpepper,Daunte Culpepper_<NA>,
9024,3875,,,,,,,,,,133263.0,CulpDa00,daunte-culpepper-1,1134.0,1227.0,,4659.0,0.0,,,Daunte Culpepper,daunte culpepper,QB,FA,1977-01-28,44.3,1999.0,1.0,11.0,11.0,,76.0,265.0,Central Florida,2025,Daunte Culpepper,Daunte Culpepper_4659,4659.0
10092,1086,,,,,,,,,,,,,445.0,,,,0.0,,,Dave Brown,dave brown,QB,FA,1970-02-25,51.2,1992.0,,,,,77.0,230.0,Duke,2025,Dave Brown,Dave Brown_<NA>,
10093,1098,,,,,,,,,,,,,,,,,0.0,,,Dave Brown,dave brown,QB,ARI,,,1992.0,,,,,70.0,178.0,Northwestern,2025,Dave Brown,Dave Brown_<NA>,
12056,102,,,,,,,,,,,,,,,,,,,,David Akers,david akers,PK,PHI,,,,,,,,,,,2025,David Akers,David Akers_<NA>,
9384,3579,8259ba2b-d4ae-4290-964f-903fa09b1c4f,,00-0000108,295.0,,2499370.0,1716.0,,,1666.0,akersdav01,,1052.0,721.0,,4587.0,24706.0,,,David Akers,david akers,PK,FA,1974-12-09,46.4,1998.0,,,,,70.0,200.0,Louisville,2025,David Akers,David Akers_4587,4587.0
9021,3872,,,,,,,,,,133230.0,BostDa00,david-boston-1,1131.0,958.0,,4656.0,0.0,,,David Boston,david boston,WR,FA,1978-08-19,42.7,1999.0,1.0,8.0,8.0,,74.0,228.0,Ohio State,2025,David Boston,David Boston_4656,4656.0
12121,876,,,,,,,,,,,,,,,,,,,,David Boston,david boston,WR,ARI,,,,,,,,,,,2025,David Boston,David Boston_<NA>,
10059,2526,,,,,,,,,,,,,,,,,0.0,,,David Dunn,david dunn,WR,OAK,1971-05-19,50.0,1993.0,6.0,15.0,,,71.0,200.0,Arizona,2025,David Dunn,David Dunn_<NA>,
9745,1807,,,,,,,,,,,DunnDa00,david-dunn-1,,,,,0.0,,,David Dunn,david dunn,WR,FA,1972-06-10,48.9,1995.0,5.0,5.0,139.0,,75.0,220.0,Fresno State,2025,David Dunn,David Dunn_<NA>,
6573,9671,a2579c70-73d2-477a-b7f6-4ff09aa75364,9164.0,00-0026957,5165.0,362.0,79589.0,12506.0,9505.0,,1137327.0,JohnDa05,david-johnson-1,6145.0,5449.0,,9505.0,288291.0,8508.0,,David Johnson,david johnson,TE,FA,1987-08-26,33.7,2009.0,7.0,32.0,241.0,,74.0,260.0,Arkansas State,2025,David Johnson,David Johnson_9505,9505.0
4009,12171,2c8670ae-0c23-4d20-9d2b-f4c3e25f8938,13948.0,00-0032187,9519.0,2391.0,2553435.0,2508176.0,28474.0,,1760290.0,JohnDa08,,10148.0,10404.0,,28474.0,552409.0,16847.0,552409.0,David Johnson,david johnson,RB,FA,1991-12-16,32.2,2015.0,3.0,22.0,86.0,,73.0,224.0,Northern Iowa,2025,David Johnson,David Johnson_28474,28474.0
10467,6228,,,,,,,,,,,,,,,,,0.0,,,David Palmer,david palmer,RB,FA,,,1989.0,5.0,7.0,,,,,Georgia Tech,2025,David Palmer,David Palmer_<NA>,
9884,1532,,,,,,,,,,,PalmDa00,david-palmer-2,379.0,,,,0.0,,,David Palmer,david palmer,RB,FA,1972-11-19,48.5,1994.0,2.0,11.0,40.0,,68.0,167.0,Alabama,2025,David Palmer,David Palmer_<NA>,
10479,6354,,,,,,,,,,,,,,,,,0.0,,,David Patten,david patten,WR,NEP,,,1989.0,11.0,16.0,,,,,Northwestern,2025,David Patten,David Patten_<NA>,
9545,3215,,,00-0012642,,,,1393.0,,782.0,1790.0,PattDa00,,888.0,1118.0,,4172.0,0.0,,,David Patten,david patten,WR,FA,1974-08-19,46.7,1997.0,,,,,70.0,190.0,Western Carolina,2025,David Patten,David Patten_4172,4172.0
8563,4898,,,,,,,,,,235247.0,TerrDa00,david-terrell-1,2180.0,2422.0,,5455.0,0.0,,,David Terrell,david terrell,WR,FA,1979-03-13,42.2,2001.0,1.0,8.0,8.0,,75.0,212.0,Michigan,2025,David Terrell,David Terrell_5455,5455.0
11830,8085,,,,,,,,,,,,,,3485.0,,7490.0,0.0,,,David Terrell,david terrell,WR,CHI,1979-07-25,41.8,0.0,,,,,,294.0,Duke,2025,David Terrell,David Terrell_7490,7490.0
8812,5681,,,00-0019650,605.0,,25341.0,2163.0,,140.0,187617.0,NortDe00,dennis-northcutt-1,1315.0,2565.0,,5061.0,25180.0,,,Dennis Northcutt,dennis northcutt,WR,FA,1977-12-22,43.4,2000.0,2.0,1.0,32.0,,71.0,172.0,Arizona,2025,Dennis Northcutt,Dennis Northcutt_5061,5061.0
10402,6102,,,,,,,,,,,,,,,,,0.0,,,Dennis Northcutt,dennis northcutt,WR,CLE,,,1990.0,9.0,20.0,,,,,Southern Mississippi,2025,Dennis Northcutt,Dennis Northcutt_<NA>,
8884,5766,,,,,,,,,,,DyerDe00,deon-dyer-1,1334.0,,,,0.0,,,Deon Dyer,deon dyer,RB,MIA,1977-10-02,43.6,2000.0,4.0,23.0,117.0,,70.0,265.0,North Carolina,2025,Deon Dyer,Deon Dyer_<NA>,
10513,2544,,,,,,,,,,,,,,,,,0.0,,,Deon Dyer,deon dyer,RB,MIA,,,1988.0,2.0,,,,74.0,235.0,Oklahoma,2025,Deon Dyer,Deon Dyer_<NA>,
10646,5184,,,,,,,,,,,,,,,,,0.0,,,Derek Loville,derek loville,RB,STL,,,1982.0,,,,,72.0,160.0,San Jose State,2025,Derek Loville,Derek Loville_<NA>,
10868,1428,,,,,,,,,,,,,,,,,0.0,,,Derek Loville,derek loville,RB,FA,,,0.0,,,,,70.0,205.0,Oregon,2025,Derek Loville,Derek Loville_<NA>,
9846,1004,,,,,,,,,,,AlexDe00,derrick-alexander-1,,1206.0,,,0.0,,,Derrick Alexander,derrick alexander,WR,FA,1971-11-06,49.5,1994.0,1.0,29.0,29.0,,74.0,195.0,Michigan,2025,Derrick Alexander,Derrick Alexander_<NA>,
12060,126,,,,,,,,,,,,,,,,,,,,Derrick Alexander,derrick alexander,WR,KCC,,,,,,,,,,,2025,Derrick Alexander,Derrick Alexander_<NA>,
10788,781,,,,,,,,,,,,,,,,,0.0,,,Derrick Blaylock,derrick blaylock,RB,KCC,,,1970.0,,,,ravens,,,,2025,Derrick Blaylock,Derrick Blaylock_<NA>,
8686,5059,,,,,,,,,,235027.0,BlayDe00,,2265.0,1334.0,,5598.0,0.0,,,Derrick Blaylock,derrick blaylock,RB,FA,1979-08-23,41.7,2001.0,5.0,19.0,150.0,,69.0,210.0,Stephen F. Austin,2025,Derrick Blaylock,Derrick Blaylock_5598,5598.0
9662,2777,,,,,,,,,,,HarrDe00,derrick-harris-1,,,,,0.0,,,Derrick Harris,derrick harris,RB,FA,1972-09-18,48.6,1996.0,6.0,8.0,175.0,,,252.0,Miami (Fla.),2025,Derrick Harris,Derrick Harris_<NA>,
9556,3762,,,,,,,,,,,,,3683.0,,,,0.0,,,Derrick Harris,derrick harris,RB,STL,1975-08-31,45.7,1997.0,4.0,13.0,,,76.0,295.0,South Carolina St,2025,Derrick Harris,Derrick Harris_<NA>,
10522,5358,,,,,,,,,,,,,,,,,0.0,,,Derrick Mason,derrick mason,WR,TEN,,,1988.0,,,,,76.0,243.0,Indiana,2025,Derrick Mason,Derrick Mason_<NA>,
9465,2986,d451d957-0467-49ba-92a2-968468eb8486,,00-0010500,271.0,,2501898.0,1263.0,,,1816.0,MasoDe00,derrick-mason-1,797.0,222.0,,3988.0,24110.0,,,Derrick Mason,derrick mason,WR,FA,1974-01-17,47.3,1997.0,4.0,2.0,98.0,deemason85,70.0,197.0,Michigan State,2025,Derrick Mason,Derrick Mason_3988,3988.0
10560,5394,,,,,,,,,,,,,,,,,0.0,,,Derrick Mayes,derrick mayes,WR,FA,,,1987.0,1.0,23.0,,,76.0,295.0,Louisville,2025,Derrick Mayes,Derrick Mayes_<NA>,
9597,2677,,,,,,,,,,,MayeDe00,derrick-mayes-1,238.0,,,,0.0,,,Derrick Mayes,derrick mayes,WR,FA,1974-01-28,47.3,1996.0,2.0,26.0,56.0,,72.0,205.0,Notre Dame,2025,Derrick Mayes,Derrick Mayes_<NA>,
9155,4043,,,00-0003035,529.0,,24690.0,1932.0,,2046.0,133250.0,ClarDe00,desmond-clark-1,1266.0,2431.0,,4829.0,24948.0,,,Desmond Clark,desmond clark,TE,FA,1977-04-20,44.0,1999.0,6.0,10.0,179.0,dclarkonelife88,75.0,249.0,Wake Forest,2025,Desmond Clark,Desmond Clark_4829,4829.0
10893,1731,,,,,,,,,,,,,,,,,0.0,,,Desmond Clark,desmond clark,TE,DEN,,,0.0,,,,,71.0,190.0,Kentucky,2025,Desmond Clark,Desmond Clark_<NA>,
10104,1325,,,,,,,,,,,HowaDe00,desmond-howard-1,476.0,,,,0.0,,,Desmond Howard,desmond howard,WR,FA,1970-05-15,51.0,1992.0,1.0,4.0,4.0,DesmondHoward,69.0,180.0,Michigan,2025,Desmond Howard,Desmond Howard_<NA>,
9960,4170,,,,,,,,,,,,,,,,,0.0,,,Desmond Howard,desmond howard,WR,DET,,,1994.0,6.0,22.0,,,,,Cincinnati,2025,Desmond Howard,Desmond Howard_<NA>,
10859,1312,,,,,,,,,,,,,2155.0,,,,0.0,,,Dialleo Burks,dialleo burks,WR,CAR,,,0.0,,,,,74.0,180.0,,2025,Dialleo Burks,Dialleo Burks_<NA>,
11345,5637,,,,,,,,,,,,,2170.0,,,,0.0,,,Dialleo Burks,dialleo burks,WR,FA,1974-07-07,46.8,0.0,,,,,74.0,181.0,Eastern Kentucky,2025,Dialleo Burks,Dialleo Burks_<NA>,
9663,2778,,,,,,,,,,,JellDi00,dietrich-jells-1,399.0,,,,0.0,,,Dietrich Jells,dietrich jells,WR,FA,1972-04-11,49.1,1996.0,6.0,9.0,176.0,,70.0,186.0,Pittsburgh,2025,Dietrich Jells,Dietrich Jells_<NA>,
10195,4422,,,,,,,,,,,,,,,,,0.0,,,Dietrich Jells,dietrich jells,WR,FA,,,1992.0,9.0,17.0,,,,,Florida,2025,Dietrich Jells,Dietrich Jells_<NA>,
10238,1584,,,,,,,,,,,,,,,,,0.0,,,Doug Chapman,doug chapman,RB,MIN,,,1991.0,1.0,14.0,,,74.0,235.0,Arizona State,2025,Doug Chapman,Doug Chapman_<NA>,
8859,5737,,,,,,,,,,,ChapDo00,doug-chapman-1,,,,,0.0,,,Doug Chapman,doug chapman,RB,FA,1977-08-22,43.7,2000.0,3.0,26.0,88.0,,70.0,210.0,Marshall,2025,Doug Chapman,Doug Chapman_<NA>,
10292,4521,,,,,,,,,,,,,,,,,0.0,,,Doug Johnson,doug johnson,QB,ATL,,,1991.0,4.0,13.0,,,,,Colorado,2025,Doug Johnson,Doug Johnson_<NA>,
11148,4799,,,,,,,,,,192232.0,,,1443.0,2120.0,,5304.0,0.0,,,Doug Johnson,doug johnson,QB,FA,1977-10-27,43.5,0.0,,,,,74.0,218.0,Florida,2025,Doug Johnson,Doug Johnson_5304,5304.0
10980,3144,ce14b0d9-8857-4772-b8a3-505b88ea3aaa,,,,,,,,,,,,241.0,9477.0,,,0.0,,,Doug Pederson,doug pederson,QB,FA,,,0.0,,,,,75.0,216.0,Northeast Louisiana,2025,Doug Pederson,Doug Pederson_<NA>,
10484,6384,,,,,,,,,,,,,,,,,0.0,,,Doug Pederson,doug pederson,QB,GBP,,,1989.0,12.0,24.0,,,,,James Madison,2025,Doug Pederson,Doug Pederson_<NA>,
12138,966,,,,,,,,,,,,,,,,,,,,Drew Brees,drew brees,QB,SDC,,,,,,,,,,,2025,Drew Brees,Drew Brees_<NA>,
