,mfl_id,sportradar_id,fantasypros_id,gsis_id,pff_id,sleeper_id,nfl_id,espn_id,yahoo_id,fleaflicker_id,cbs_id,pfr_id,cfbref_id,rotowire_id,rotoworld_id,ktc_id,stats_id,stats_global_id,fantasy_data_id,swish_id,name,merge_name,position,team,birthdate,age,draft_year,draft_round,draft_pick,draft_ovr,twitter_username,height,weight,college,db_season,cleaned_name,match_key,mapped_ids
8766,5160,,,,,,,,,,,,,,,,,0.0,,,Tevita Ofahengaua,tevita ofahengaua,TE,FA,1975-07-09,45.8,2001.0,7.0,46.0,,,74.0,245.0,,2025,Tevita Ofahengaua,Tevita Ofahengaua_<NA>,
8802,5670,,,,,,,,,,,MorrSy00,,1312.0,,,,0.0,,,Sylvester Morris,sylvester morris,WR,FA,1977-10-06,43.6,2000.0,1.0,21.0,21.0,,,200.0,Jackson State,2025,Sylvester Morris,Sylvester Morris_<NA>,
8809,5678,,,,,,,,,,,SowaR.00,r-jay-soward-1,1314.0,,,,0.0,,,R jay Soward,r jay soward,WR,FA,1978-01-16,43.3,2000.0,1.0,29.0,29.0,,69.0,172.0,Southern California,2025,R jay Soward,R jay Soward_<NA>,
8811,5680,,,,,,,,,,,CaniTr00,trung-canidate-1,1414.0,149.0,,,0.0,,,Trung Canidate,trung canidate,RB,FA,1977-03-03,44.2,2000.0,1.0,31.0,31.0,,70.0,185.0,Arizona,2025,Trung Canidate,Trung Canidate_<NA>,
8836,5712,,,,,,,,,,,PrenTr00,travis-prentice-1,1385.0,,,,0.0,,,Travis Prentice,travis prentice,RB,FA,1976-12-08,44.4,2000.0,3.0,1.0,63.0,,71.0,225.0,Miami (Ohio),2025,Travis Prentice,Travis Prentice_<NA>,
8838,5714,,,,,,,,,,,,,1319.0,,,,0.0,,,Giovanni Carmazzi,giovanni carmazzi,QB,FA,,,2000.0,3.0,3.0,,,74.0,220.0,Hofstra,2025,Giovanni Carmazzi,Giovanni Carmazzi_<NA>,
8852,5728,,,,,,,,,,,DawsJa00,jajuan-dawson-1,1429.0,,,,0.0,,,Jajuan Dawson,jajuan dawson,WR,FA,1977-11-05,43.5,2000.0,3.0,17.0,79.0,,72.0,190.0,Tulane,2025,Jajuan Dawson,Jajuan Dawson_<NA>,
8867,5746,,,,,,,,,,,KeatCu00,curtis-keaton-1,1326.0,,,,0.0,,,Curtis Keaton,curtis keaton,RB,FA,1976-10-18,44.6,2000.0,4.0,3.0,97.0,,70.0,210.0,James Madison,2025,Curtis Keaton,Curtis Keaton_<NA>,
8879,5760,,,,,,,,,,,GaylTr00,trevor-gaylor-1,1329.0,,,,0.0,,,Trevor Gaylor,trevor gaylor,WR,FA,1977-11-03,43.5,2000.0,4.0,17.0,111.0,,75.0,190.0,Miami (Ohio),2025,Trevor Gaylor,Trevor Gaylor_<NA>,
8882,5764,,,,,,,,,,,MoreFr00,frank-moreau-1,1333.0,,,,0.0,,,Frank Moreau,frank moreau,RB,NEP,,,2000.0,4.0,21.0,115.0,,73.0,230.0,Louisville,2025,Frank Moreau,Frank Moreau_<NA>,
8906,5790,,,,,,,,,,,StacDa00,dave-stachelski-1,1349.0,,,,0.0,,,Dave Stachelski,dave stachelski,TE,FA,,,2000.0,5.0,12.0,141.0,,75.0,250.0,Boise State,2025,Dave Stachelski,Dave Stachelski_<NA>,
8908,5792,,,,,,,,,,,HayeWi00,windrell-hayes-1,1338.0,,,,0.0,,,Windrell Hayes,windrell hayes,WR,FA,,,2000.0,5.0,14.0,143.0,,71.0,200.0,Southern California,2025,Windrell Hayes,Windrell Hayes_<NA>,
8918,5803,,,,,,,,,,,,,1378.0,,,,0.0,,,Muneer Moore,muneer moore,WR,FA,,,2000.0,5.0,25.0,,,73.0,200.0,Richmond,2025,Muneer Moore,Muneer Moore_<NA>,
8922,5807,,,,,,,,,,,WheaAu20,austin-wheatley-1,1380.0,,,,0.0,,,Austin Wheatley,austin wheatley,TE,FA,,,2000.0,5.0,29.0,158.0,,76.0,245.0,Iowa,2025,Austin Wheatley,Austin Wheatley_<NA>,
8928,5813,,,,,,,,,,,TantJa00,jay-tant-1,,,,,0.0,,,Jay Tant,jay tant,TE,FA,,,2000.0,5.0,35.0,164.0,,75.0,250.0,Northwestern,2025,Jay Tant,Jay Tant_<NA>,
8936,5821,,,,,,,,,,,PhilMa20,,,,,,0.0,,,Mareno Philyaw,mareno philyaw,WR,FA,,,2000.0,6.0,6.0,172.0,,74.0,195.0,Troy State,2025,Mareno Philyaw,Mareno Philyaw_<NA>,
8957,5845,,,,,,,,,,,SmitEm20,emanuel-smith-1,,,,,0.0,,,Emanuel Smith,emanuel smith,WR,FA,,,2000.0,6.0,30.0,196.0,,73.0,225.0,Arkansas,2025,Emanuel Smith,Emanuel Smith_<NA>,
8963,5851,,,,,,,,,,,HusaTo20,todd-husak-1,1553.0,,,,0.0,,,Todd Husak,todd husak,QB,FA,,,2000.0,6.0,36.0,202.0,,75.0,215.0,Stanford,2025,Todd Husak,Todd Husak_<NA>,
8966,5854,,,,,,,,,,,,,,,,,0.0,,,Jajuan Seider,jajuan seider,QB,FA,,,2000.0,6.0,39.0,,,73.0,220.0,Florida A&M,2025,Jajuan Seider,Jajuan Seider_<NA>,
8968,5857,,,,,,,,,,,,,3385.0,,,,0.0,,,Desmond Kitchings,desmond kitchings,WR,FA,,,2000.0,7.0,2.0,,,69.0,175.0,Furman,2025,Desmond Kitchings,Desmond Kitchings_<NA>,
8974,5863,,,,,,,,,,,JackJa01,jarious-jackson-1,1391.0,,,,0.0,,,Jarious Jackson,jarious jackson,QB,FA,1977-05-03,44.0,2000.0,7.0,8.0,214.0,,72.0,225.0,Notre Dame,2025,Jarious Jackson,Jarious Jackson_<NA>,
8984,5876,,,,,,,,,,,FulcMo20,mondriel-fulcher-1,1510.0,,,,0.0,,,Mondriel Fulcher,mondriel fulcher,TE,FA,1976-10-15,44.6,2000.0,7.0,21.0,227.0,,75.0,240.0,Miami (Fla.),2025,Mondriel Fulcher,Mondriel Fulcher_<NA>,
8997,5891,,,,,,,,,,,StitSh00,shyrone-stith-1,1359.0,,,,0.0,,,Shyrone Stith,shyrone stith,RB,FA,,,2000.0,7.0,37.0,243.0,,68.0,210.0,Virginia Tech,2025,Shyrone Stith,Shyrone Stith_<NA>,
9000,5894,,,,,,,,,,,,,1621.0,,,,0.0,,,Leroy Fields,leroy fields,WR,FA,,,2000.0,7.0,40.0,,,74.0,215.0,Jackson State,2025,Leroy Fields,Leroy Fields_<NA>,
9025,3876,,,,,,,,,,,McNoCa00,cade-mcnown-1,,,,,0.0,,,Cade McNown,cade mcnown,QB,FA,1977-01-12,44.3,1999.0,1.0,12.0,12.0,,,210.0,UCLA,2025,Cade McNown,Cade McNown_<NA>,
9044,3903,,,,,,,,,,,JohnJ.00,james-johnson-8,,,,,0.0,,,J.J. Johnson,jj johnson,RB,FA,1974-04-20,47.0,1999.0,2.0,8.0,39.0,,73.0,225.0,Mississippi State,2025,J.J. Johnson,J.J. Johnson_<NA>,
9054,3913,,,,,,,,,,,MontJo00,joe-montgomery-1,1201.0,,,,0.0,,,Joe Montgomery,joe montgomery,RB,FA,1976-06-08,44.9,1999.0,2.0,18.0,49.0,,71.0,215.0,Ohio State,2025,Joe Montgomery,Joe Montgomery_<NA>,
9059,3918,,,,,,,,,,133251.0,ClouMi00,mike-cloud-1,1200.0,,,,0.0,,,Mike Cloud,mike cloud,RB,FA,1975-07-01,45.9,1999.0,2.0,23.0,54.0,,,200.0,Boston College,2025,Mike Cloud,Mike Cloud_<NA>,
9071,3935,,,,,,,,,,,BateDW00,dwayne-bates-1,1189.0,,,,0.0,,,D'wayne Bates,dwayne bates,WR,FA,1975-12-04,45.4,1999.0,3.0,10.0,71.0,,74.0,210.0,Northwestern,2025,Dwayne Bates,Dwayne Bates_<NA>,
9090,3957,,,,,,,,,,,McGrTr00,travis-mcgriff-1,1192.0,,,,0.0,,,Travis McGriff,travis mcgriff,WR,FA,1976-06-24,44.9,1999.0,3.0,32.0,93.0,,68.0,180.0,Florida,2025,Travis McGriff,Travis McGriff_<NA>,
9094,3962,,,,,,,,,,,YeasCr00,craig-yeast-1,,,,,0.0,,,Craig Yeast,craig yeast,WR,FA,1976-11-20,44.5,1999.0,4.0,3.0,98.0,,68.0,165.0,Kentucky,2025,Craig Yeast,Craig Yeast_<NA>,
9097,3965,,,,,,,,,,,GermJo00,joe-germaine-1,1245.0,,,,0.0,,,Joe Germaine,joe germaine,QB,FA,1975-08-11,45.7,1999.0,4.0,6.0,101.0,,73.0,200.0,Ohio State,2025,Joe Germaine,Joe Germaine_<NA>,
9098,3966,,,,,,,,,,,DougDa00,dameane-douglas-1,1524.0,,,,0.0,,,Dameane Douglas,dameane douglas,WR,FA,1976-03-15,45.1,1999.0,4.0,7.0,102.0,,72.0,190.0,California,2025,Dameane Douglas,Dameane Douglas_<NA>,
9113,3982,,,,,,,,,,,McGaWa00,wane-mcgarity-1,1208.0,,,,0.0,,,Wane McGarity,wane mcgarity,WR,FA,1976-09-30,44.6,1999.0,4.0,23.0,118.0,,69.0,190.0,Texas,2025,Wane McGarity,Wane McGarity_<NA>,
9120,3991,,,,,,,,,,,GaryOl00,olandis-gary-1,1261.0,1832.0,,,0.0,,,Olandis Gary,olandis gary,RB,FA,1975-05-18,46.0,1999.0,4.0,32.0,127.0,,71.0,215.0,Georgia,2025,Olandis Gary,Olandis Gary_<NA>,
9142,4023,,,,,,,,,,,ParkDe00,demond-parker-1,1242.0,,,,0.0,,,De'mond Parker,demond parker,RB,FA,1976-12-24,44.4,1999.0,5.0,26.0,159.0,,71.0,190.0,Oklahoma,2025,Demond Parker,Demond Parker_<NA>,
9147,4032,,,,,,,,,,,,,,,,,0.0,,,Billy Joe Hobert,billy joe hobert,QB,IND,1976-11-30,44.4,1999.0,5.0,35.0,,,74.0,320.0,Arizona,2025,Billy Joe Hobert,Billy Joe Hobert_<NA>,
9166,4057,,,,,,,,,,,JenkMa00,,1416.0,,,,0.0,,,Martay Jenkins,martay jenkins,WR,FA,1975-02-28,46.2,1999.0,6.0,24.0,193.0,,71.0,195.0,,2025,Martay Jenkins,Martay Jenkins_<NA>,
9168,4059,,,,,,,,,,,,,,,,,0.0,,,Lamarr Glenn,lamarr glenn,RB,FA,1975-12-11,45.4,1999.0,6.0,26.0,,,72.0,255.0,Florida State,2025,Lamarr Glenn,Lamarr Glenn_<NA>,
9169,4060,,,,,,,,,,,,,1178.0,,,,0.0,,,Dee Miller,dee miller,WR,FA,1975-12-04,45.4,1999.0,6.0,27.0,,,71.0,195.0,Ohio State,2025,Dee Miller,Dee Miller_<NA>,
9174,4068,,,,,,,,,,,PlumCh20,chad-plummer-1,,,,,0.0,,,Chad Plummer,chad plummer,WR,FA,1975-11-30,45.4,1999.0,6.0,35.0,204.0,,,215.0,Cincinnati,2025,Chad Plummer,Chad Plummer_<NA>,
9176,4070,,,,,,,,,,,McKiDe00,dennis-mckinley-1,,,,,0.0,,,Dennis McKinley,dennis mckinley,RB,FA,1976-11-03,44.5,1999.0,6.0,37.0,206.0,,73.0,235.0,Mississippi State,2025,Dennis McKinley,Dennis McKinley_<NA>,
9177,4071,,,,,,,,,,,HillMa20,madre-hill-1,1159.0,,,,0.0,,,Madre Hill,madre hill,RB,FA,1976-01-02,45.3,1999.0,7.0,1.0,207.0,,71.0,190.0,Arkansas,2025,Madre Hill,Madre Hill_<NA>,
9187,4085,,,,,,,,,,,,,1372.0,,,,0.0,,,Sulecio Sanford,sulecio sanford,WR,FA,1976-03-23,45.1,1999.0,7.0,15.0,,,70.0,190.0,Tennessee,2025,Sulecio Sanford,Sulecio Sanford_<NA>,
9193,4093,,,,,,,,,,,LuckMi00,mike-lucky-1,,,,,0.0,,,Mike Lucky,mike lucky,TE,FA,1975-11-23,45.5,1999.0,7.0,23.0,229.0,,78.0,265.0,Arizona,2025,Mike Lucky,Mike Lucky_<NA>,
9200,4104,,,,,,,,,,,McDoDa00,darnell-mcdonald-1,1273.0,,,,0.0,,,Darnell McDonald,darnell mcdonald,WR,FA,1976-05-26,45.0,1999.0,7.0,34.0,240.0,,74.0,195.0,Kansas State,2025,Darnell McDonald,Darnell McDonald_<NA>,
9217,5518,,,,,,,,,,,,,1434.0,,,,0.0,,,Damon Griffin,damon griffin,WR,FA,,,1999.0,,,,,,,,2025,Damon Griffin,Damon Griffin_<NA>,
9220,5608,,,,,,,,,,,,,,,,,0.0,,,Isaac Jones,isaac jones,WR,FA,1975-12-07,45.4,1999.0,,,,,72.0,190.0,Purdue,2025,Isaac Jones,Isaac Jones_<NA>,
9226,5984,,,,,,,,,,,,,1433.0,,,,0.0,,,Chris Eitzmann,chris eitzmann,TE,FA,1977-04-01,44.1,1999.0,,,,,,250.0,,2025,Chris Eitzmann,Chris Eitzmann_<NA>,
9227,5987,,,,,,,,,,,,,1527.0,,,,0.0,,,Bashir Yamini,bashir yamini,WR,FA,1977-09-10,43.7,1999.0,,,,,75.0,194.0,,2025,Bashir Yamini,Bashir Yamini_<NA>,
9246,3306,,,,,,,,,,,EdwaRo00,robert-edwards-1,908.0,1270.0,,,0.0,,,Robert Edwards,robert edwards,RB,FA,1974-10-02,46.6,1998.0,1.0,18.0,18.0,,,218.0,Georgia,2025,Robert Edwards,Robert Edwards_<NA>,
9262,3323,,,,,,,,,,,,,975.0,,,,0.0,,,Cameron Cleeland,cameron cleeland,TE,FA,1975-04-15,46.1,1998.0,2.0,10.0,,,,272.0,Washington,2025,Cameron Cleeland,Cameron Cleeland_<NA>,
9271,3332,,,,,,,,,,,CrowGe00,germane-crowell-1,,,,,0.0,,,Germane Crowell,germane crowell,WR,FA,1976-09-13,44.6,1998.0,2.0,20.0,50.0,,75.0,213.0,Virginia,2025,Germane Crowell,Germane Crowell_<NA>,
9274,3335,,,,,,,,,,,RutlRo00,rod-rutledge-1,997.0,,,,0.0,,,Rod Rutledge,rod rutledge,TE,FA,1975-08-12,45.7,1998.0,2.0,24.0,54.0,,77.0,262.0,Alabama,2025,Rod Rutledge,Rod Rutledge_<NA>,
9284,3346,,,,,,,,,,,HickSk00,skip-hicks-1,990.0,,,,0.0,,,Skip Hicks,skip hicks,RB,FA,1974-10-13,46.6,1998.0,3.0,8.0,69.0,,72.0,230.0,UCLA,2025,Skip Hicks,Skip Hicks_<NA>,
9286,3348,,,,,,,,,,,GreeE.00,eg-green-1,955.0,,,,0.0,,,E.G. Green,eg green,WR,FA,1975-06-28,45.9,1998.0,3.0,10.0,71.0,,71.0,187.0,Florida State,2025,E.G. Green,E.G. Green_<NA>,
9288,3351,,,,,,,,,,,GermJa00,jammi-german-1,,,,,0.0,,,Jammi German,jammi german,WR,FA,1974-07-04,46.8,1998.0,3.0,13.0,74.0,,73.0,187.0,Miami (Fla.),2025,Jammi German,Jammi German_<NA>,
9294,3357,,,,,,,,,,,FloyCh00,chris-floyd-1,,,,,0.0,,,Chris Floyd,chris floyd,RB,FA,1975-06-23,45.9,1998.0,3.0,20.0,81.0,,72.0,231.0,Michigan,2025,Chris Floyd,Chris Floyd_<NA>,
9295,3358,,,,,,,,,,,ShanLa20,larry-shannon-1,1248.0,,,,0.0,,,Larry Shannon,larry shannon,WR,FA,1975-02-02,46.3,1998.0,3.0,21.0,82.0,,76.0,210.0,East Carolina,2025,Larry Shannon,Larry Shannon_<NA>,
9301,3364,,,,,,,,,,,ShehRa00,rashaan-shehee-1,963.0,,,,0.0,,,Rashaan Shehee,rashaan shehee,RB,FA,1975-06-20,45.9,1998.0,3.0,27.0,88.0,,70.0,207.0,Washington,2025,Rashaan Shehee,Rashaan Shehee_<NA>,
9313,3379,,,,,,,,,,,HayeDo00,donald-hayes-1,1015.0,,,,0.0,,,Donald Hayes,donald hayes,WR,FA,1975-07-13,45.8,1998.0,4.0,14.0,106.0,,,208.0,Wisconsin,2025,Donald Hayes,Donald Hayes_<NA>,
9323,3393,,,,,,,,,,,,,943.0,,,,0.0,,,Curtis Alexander,curtis alexander,RB,FA,1974-06-11,46.9,1998.0,4.0,30.0,,,72.0,204.0,Alabama,2025,Curtis Alexander,Curtis Alexander_<NA>,
9328,3402,,,,,,,,,,,LintJo00,jonathan-linton-1,,,,,0.0,,,Jonathan Linton,jonathan linton,RB,FA,1974-10-07,46.6,1998.0,5.0,8.0,131.0,,72.0,248.0,North Carolina,2025,Jonathan Linton,Jonathan Linton_<NA>,
9329,3403,,,,,,,,,,,PerrWi00,,1109.0,,,,0.0,,,Wilmont Perry,wilmont perry,RB,FA,1975-02-24,46.2,1998.0,5.0,9.0,132.0,,73.0,230.0,,2025,Wilmont Perry,Wilmont Perry_<NA>,
9342,3421,,,,,,,,,,,ColeFr00,fred-coleman-1,1813.0,,,,0.0,,,Fred Coleman,fred coleman,WR,FA,1975-01-31,46.3,1998.0,6.0,7.0,160.0,,73.0,190.0,Washington,2025,Fred Coleman,Fred Coleman_<NA>,
9347,3427,,,,,,,,,,,TuckJa00,jason-tucker-1,1283.0,,,,0.0,,,Jason Tucker,jason tucker,WR,FA,1976-06-24,44.9,1998.0,6.0,14.0,167.0,,73.0,182.0,TCU,2025,Jason Tucker,Jason Tucker_<NA>,
9349,3432,,,,,,,,,,,BrazCh00,,,,,,0.0,,,Chris Brazzell,chris brazzell,WR,FA,1976-05-22,45.0,1998.0,6.0,21.0,174.0,,74.0,182.0,,2025,Chris Brazzell,Chris Brazzell_<NA>,
9351,3434,,,,,,,,,,,ShawHa00,harold-shaw-1,1003.0,,,,0.0,,,Harold Shaw,harold shaw,RB,FA,1974-09-03,46.7,1998.0,6.0,23.0,176.0,,72.0,228.0,Southern Mississippi,2025,Harold Shaw,Harold Shaw_<NA>,
9356,3440,,,,,,,,,,,McLeKe00,kevin-mcleod-1,,,,,0.0,,,Kevin McLeod,kevin mcleod,RB,FA,1974-10-17,46.6,1998.0,6.0,29.0,182.0,,73.0,237.0,Auburn,2025,Kevin McLeod,Kevin McLeod_<NA>,
9363,3451,,,,,,,,,,,HartLa20,,1630.0,,,,0.0,,,Lawrence Hart,lawrence hart,TE,FA,1976-09-19,44.6,1998.0,7.0,6.0,195.0,,76.0,261.0,Southern,2025,Lawrence Hart,Lawrence Hart_<NA>,
9365,3456,,,,,,,,,,,McCuAn00,andy-mccullough-1,1182.0,,,,0.0,,,Andy McCullough,andy mccullough,WR,FA,1975-11-11,45.5,1998.0,7.0,15.0,204.0,,75.0,210.0,Tennessee,2025,Andy McCullough,Andy McCullough_<NA>,
9370,3465,,,,,,,,,,,,,951.0,,,,0.0,,,Edwin Watson,edwin watson,RB,FA,1976-09-29,44.6,1998.0,7.0,29.0,,,,229.0,Purdue,2025,Edwin Watson,Edwin Watson_<NA>,
9375,3474,,,,,,,,,,,,,,,,,0.0,,,Jim Turner,jim turner,WR,FA,1975-11-13,45.5,1998.0,7.0,39.0,,,76.0,212.0,Syracuse,2025,Jim Turner,Jim Turner_<NA>,
9376,3477,,,,,,,,,,,MoreMo00,moses-moreno-1,932.0,,,,0.0,,,Moses Moreno,moses moreno,QB,FA,1975-09-05,45.7,1998.0,7.0,43.0,232.0,,73.0,195.0,Colorado State,2025,Moses Moreno,Moses Moreno_<NA>,
9377,3480,,,,,,,,,,,,,,,,,0.0,,,E.g. Green,eg green,WR,IND,1975-07-25,45.8,1998.0,7.0,46.0,,,76.0,284.0,Arkansas,2025,E.g. Green,E.g. Green_<NA>,
9378,3483,,,,,,,,,,,LoudKa00,,,,,,0.0,,,Kamil Loud,kamil loud,WR,FA,1976-06-25,44.9,1998.0,7.0,49.0,238.0,,72.0,190.0,Cal Poly S.L.O.,2025,Kamil Loud,Kamil Loud_<NA>,
9388,3726,,,,,,,,,,,,,,,,,0.0,,,Ronnie Harmon,ronnie harmon,RB,FA,,,1998.0,6.0,18.0,,,,,Northwestern,2025,Ronnie Harmon,Ronnie Harmon_<NA>,
9392,4812,,,,,,,,,,1226214.0,,,5504.0,,,,0.0,,,Chris Jackson,chris jackson,WR,FA,1975-02-26,46.2,1998.0,,,,,74.0,205.0,,2025,Chris Jackson,Chris Jackson_<NA>,
9406,2920,,,,,,,,,,,GreeYa00,yatil-green-1,,,,,0.0,,,Yatil Green,yatil green,WR,FA,1973-11-25,47.4,1997.0,1.0,15.0,15.0,,74.0,200.0,Miami (Fla.),2025,Yatil Green,Yatil Green_<NA>,
9412,2926,,,,,,,,,,,LaFlDa00,david-lafleur-1,,,,,0.0,,,David Lafleur,david lafleur,TE,FA,1974-01-29,47.3,1997.0,1.0,22.0,22.0,,79.0,280.0,LSU,2025,David Lafleur,David Lafleur_<NA>,
9430,2947,,,,,,,,,,,KentJo00,joey-kent-1,,,,,0.0,,,Joey Kent,joey kent,WR,FA,1974-04-23,47.0,1997.0,2.0,16.0,46.0,,73.0,186.0,Tennessee,2025,Joey Kent,Joey Kent_<NA>,
9431,2948,,,,,,,,,,,LockKe00,kevin-lockett-1,722.0,,,,0.0,,,Kevin Lockett,kevin lockett,WR,FA,1974-09-08,46.7,1997.0,2.0,17.0,47.0,,72.0,177.0,Kansas State,2025,Kevin Lockett,Kevin Lockett_<NA>,
9443,2961,,,,,,,,,,,ShawSe00,sedrick-shaw-1,,,,,0.0,,,Sedrick Shaw,sedrick shaw,RB,FA,1973-11-16,47.5,1997.0,3.0,1.0,61.0,,72.0,214.0,Iowa,2025,Sedrick Shaw,Sedrick Shaw_<NA>,
9445,2963,,,,,,,,,,,GrahJa00,jay-graham-1,718.0,,,,0.0,,,Jay Graham,jay graham,RB,FA,1975-07-14,45.8,1997.0,3.0,4.0,64.0,,71.0,220.0,Tennessee,2025,Jay Graham,Jay Graham_<NA>,
9460,2979,,,,,,,,,,,WardDe00,,807.0,,,,0.0,,,Dedric Ward,dedric ward,WR,FA,1974-09-29,46.6,1997.0,3.0,28.0,88.0,,69.0,180.0,Northern Iowa,2025,Dedric Ward,Dedric Ward_<NA>,
9462,2981,,,,,,,,,,,conwabre01,,703.0,,,,0.0,,,Brett Conway,brett conway,PK,FA,1975-03-08,46.2,1997.0,3.0,30.0,90.0,,74.0,192.0,Penn State,2025,Brett Conway,Brett Conway_<NA>,
9466,2987,,,,,,,,,,,WuerDa00,danny-wuerffel-1,832.0,101.0,,,0.0,,,Danny Wuerffel,danny wuerffel,QB,FA,1974-05-27,46.9,1997.0,4.0,3.0,99.0,,,212.0,Florida,2025,Danny Wuerffel,Danny Wuerffel_<NA>,
9476,3000,,,,,,,,,,,ConnAl00,albert-connell-1,1090.0,,,,0.0,,,Albert Connell,albert connell,WR,FA,1974-05-13,47.0,1997.0,4.0,19.0,115.0,,72.0,179.0,Texas A&M,2025,Albert Connell,Albert Connell_<NA>,
9477,3001,,,,,,,,,,,PoolKe00,keith-poole-1,1084.0,,,,0.0,,,Keith Poole,keith poole,WR,FA,1974-06-18,46.9,1997.0,4.0,20.0,116.0,,72.0,188.0,Arizona State,2025,Keith Poole,Keith Poole_<NA>,
9482,3006,,,,,,,,,,,LeviCh20,,,,,,0.0,,,Chad Levitt,chad levitt,RB,FA,1975-11-21,45.5,1997.0,4.0,27.0,123.0,,73.0,233.0,Cornell,2025,Chad Levitt,Chad Levitt_<NA>,
9496,3030,,,,,,,,,,,,,,,,,0.0,,,Nathaniel Jacquet,nathaniel jacquet,WR,FA,1975-09-02,45.7,1997.0,5.0,20.0,,,72.0,173.0,San Diego State,2025,Nathaniel Jacquet,Nathaniel Jacquet_<NA>,
9503,3042,,,,,,,,,,,HenlJu00,june-henley-1,1058.0,,,,0.0,,,June Henley,june henley,RB,FA,1975-09-04,45.7,1997.0,5.0,33.0,163.0,,70.0,226.0,Kansas,2025,June Henley,June Henley_<NA>,
9507,3049,,,,,,,,,,,CherMi00,mike-cherry-1,753.0,,,,0.0,,,Mike Cherry,mike cherry,QB,FA,1973-12-15,47.4,1997.0,6.0,8.0,171.0,,75.0,225.0,Murray State,2025,Mike Cherry,Mike Cherry_<NA>,
9517,3067,,,,,,,,,,,GaitTo00,tony-gaiter-1,1086.0,,,,0.0,,,Tony Gaiter,tony gaiter,WR,FA,1974-07-15,46.8,1997.0,6.0,29.0,192.0,,68.0,170.0,Miami (Fla.),2025,Tony Gaiter,Tony Gaiter_<NA>,
9537,3108,,,,,,,,,,,HatcMa00,,966.0,,,,0.0,,,Matthew Hatchette,matthew hatchette,WR,FA,1974-05-01,47.0,1997.0,7.0,34.0,235.0,Hatch89,,195.0,,2025,Matthew Hatchette,Matthew Hatchette_<NA>,
9544,3204,,,,,,,,,,,,,,,,,0.0,,,Jeff George,jeff george,QB,WAS,1975-04-04,46.1,1997.0,,,,,73.0,210.0,Notre Dame,2025,Jeff George,Jeff George_<NA>,
9563,2637,,,,,,,,,,,PhilLa00,lawrence-phillips-1,636.0,,,,0.0,,,Lawrence Phillips,lawrence phillips,RB,FA,1975-05-12,46.0,1996.0,1.0,6.0,6.0,,,223.0,Nebraska,2025,Lawrence Phillips,Lawrence Phillips_<NA>,
9565,2639,,,,,,,,,,,BiakTi00,tshimanga-biakabutuka-1,107.0,,,,0.0,,,Tim Biakabutuka,tim biakabutuka,RB,FA,1974-01-24,47.3,1996.0,1.0,8.0,8.0,,72.0,210.0,Michigan,2025,Tim Biakabutuka,Tim Biakabutuka_<NA>,
9570,2644,,,,,,,,,,,GeorEd00,eddie-george-1,266.0,6.0,,,0.0,,,Eddie George,eddie george,RB,FA,1973-09-24,47.6,1996.0,1.0,14.0,14.0,EddieGeorge2727,75.0,238.0,Ohio State,2025,Eddie George,Eddie George_<NA>,
9578,2653,,,,,,,,,,,,,,,,,0.0,,,Alex Vandyke,alex vandyke,WR,FA,1974-07-24,46.8,1996.0,2.0,1.0,,,72.0,200.0,Nevada,2025,Alex Vandyke,Alex Vandyke_<NA>,
9586,2663,,,,,,,,,,,StilBr00,bryan-still-1,553.0,,,,0.0,,,Bryan Still,bryan still,WR,FA,1974-06-03,46.9,1996.0,2.0,11.0,41.0,,71.0,174.0,Virginia Tech,2025,Bryan Still,Bryan Still_<NA>,
9604,2684,,,,,,,,,,,McWiJo00,johnny-mcwilliams-1,14.0,,,,0.0,,,Johnny McWilliams,johnny mcwilliams,TE,FA,1972-12-14,48.4,1996.0,3.0,3.0,64.0,,76.0,271.0,Southern California,2025,Johnny McWilliams,Johnny McWilliams_<NA>,
9605,2685,,,,,,,,,,,SmitDe00,detron-smith-1,,,,,0.0,,,Detron Smith,detron smith,RB,FA,1974-02-25,47.2,1996.0,3.0,4.0,65.0,,69.0,230.0,Texas A&M,2025,Detron Smith,Detron Smith_<NA>,
9613,2698,,,,,,,,,,,SlutSc00,scott-slutzker-1,297.0,,,,0.0,,,Scott Slutzker,scott slutzker,TE,FA,1972-12-20,48.4,1996.0,3.0,21.0,82.0,,76.0,250.0,Iowa,2025,Scott Slutzker,Scott Slutzker_<NA>,
9614,2699,,,,,,,,,,,MoorJe00,jerald-moore-1,629.0,,,,0.0,,,Jerald Moore,jerald moore,RB,FA,1974-11-20,46.5,1996.0,3.0,22.0,83.0,,69.0,225.0,Oklahoma,2025,Jerald Moore,Jerald Moore_<NA>,
9616,2701,,,,,,,,,,,HoyiBo00,bobby-hoying-1,500.0,,,,0.0,,,Bobby Hoying,bobby hoying,QB,FA,1972-09-20,48.6,1996.0,3.0,24.0,85.0,,75.0,221.0,Ohio State,2025,Bobby Hoying,Bobby Hoying_<NA>,
9621,2707,,,,,,,,,,,WitmJo00,jon-witman-1,538.0,,,,0.0,,,Jon Witman,jon witman,RB,FA,1972-06-01,48.9,1996.0,3.0,31.0,92.0,,73.0,240.0,Penn State,2025,Jon Witman,Jon Witman_<NA>,
